song_name,kpop_artist_name,song_id,artist_id,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,artist_8,artist_id_8,artist_9,artist_id_9,artist_10,artist_id_10,artist_11,artist_id_11,artist_12,artist_id_12,artist_13,artist_id_13
Twist The Plot,Jay Park,22AUepm772KRmj5jRoaK4V,4XDi67ZENZcbfKnvMnTYsI,DJ Wegun,7p552gLGzaDKXB5sETgTEP, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Out Of Place,Jay Park,0Hfpa8a41cdLKDtDotbFbe,4XDi67ZENZcbfKnvMnTYsI,DJ Wegun,7p552gLGzaDKXB5sETgTEP, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Dior Socks,Jay Park,7qVIWLqMGF2XFNXW1kXXuy,4XDi67ZENZcbfKnvMnTYsI,Jay Loud,2zlYZjumfIxajIKfk41H9A, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
All for you (Feat. KIRIN),Jay Park,2VO8V0IXfRrtDDx1gQIYOw,4XDi67ZENZcbfKnvMnTYsI, Kirin,3dFiM806dnbA7YUIgOHDBc,,,,,,,,,,,,,,,,,,,,,,,,
Sho Nuff,Jay Park,2qzuwfvbMefmMAsSEXYfCy,4XDi67ZENZcbfKnvMnTYsI,$tupid Young,0h0C8mMT21p0Ixq6qO1UMH, B.A.R.S,1ahnpDxkjOKgm9VydpzCKr, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,
Son Malas,Jay Park,1nBA795YhyTO5992WmhEzW,4XDi67ZENZcbfKnvMnTYsI,Mozart La Para,0odliLZMTk45CEVzF3Zocl, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
20/20,Jay Park,4FOWc0GwRpua1mTHKC72sf,4XDi67ZENZcbfKnvMnTYsI, Hit-Boy,6q3p11nP1p80Ey6LrOOSed,,,,,,,,,,,,,,,,,,,,,,,,
Renaissance Man,Jay Park,66xP1tdDlyiJxSP3SffC5k,4XDi67ZENZcbfKnvMnTYsI, Hit-Boy,6q3p11nP1p80Ey6LrOOSed,,,,,,,,,,,,,,,,,,,,,,,,
K-TOWN,Jay Park,4z1F9hBvsxIoHX2OREpM6w,4XDi67ZENZcbfKnvMnTYsI, Hit-Boy,6q3p11nP1p80Ey6LrOOSed,,,,,,,,,,,,,,,,,,,,,,,,
Fade Away,Jay Park,5CDkXFsN0t2RloFhVqZJ3k,4XDi67ZENZcbfKnvMnTYsI, Hit-Boy,6q3p11nP1p80Ey6LrOOSed,,,,,,,,,,,,,,,,,,,,,,,,
Call You Bae,Jay Park,0pdKEjHWRpjnRD6jV9ztNf,4XDi67ZENZcbfKnvMnTYsI, Hit-Boy,6q3p11nP1p80Ey6LrOOSed,,,,,,,,,,,,,,,,,,,,,,,,
Killa,Jay Park,2NZifue7PV10ukwipkwGSC,4XDi67ZENZcbfKnvMnTYsI, Hit-Boy,6q3p11nP1p80Ey6LrOOSed,,,,,,,,,,,,,,,,,,,,,,,,
Game Good (Feat. Simon Dominic) (Prod. GooseBumps & Simon Dominic),Jay Park,59futJ8UnUZuv3Lhu7lGWC,4XDi67ZENZcbfKnvMnTYsI,Simon Dominic,57W9ikVc6O2wLDtmclSjvN, RYNO,5rIOZ6g7qSlq60wITUUle2, sogumm,50x9jHrP6wy9fo3jK5pNqS, YELLA D,4D139q2zdOGkNdWHeFmIog,,,,,,,,,,,,,,,,,,
No Gravity (Prod. Jay Park & DJ Wegun & WOOGIE & GroovyRoom),Jay Park,1gUFxP5qGhfDemzaJjkrDb,4XDi67ZENZcbfKnvMnTYsI,Part Time Cooks,51e7K2KFkHECVO460ruq8L, MBA,0c6EF9zv5mQX7pkyrPawKS, MELOH,5Qb6QmI6WUeGFaJeGB5fdg,,,,,,,,,,,,,,,,,,,,
Juice (Prod. CODE KUNST),Jay Park,3Xgttn2kqwZE4smkIlnmhE,4XDi67ZENZcbfKnvMnTYsI,Choi Seo Hyun,45MYCJEVTetzK6k2UeuHv0, Maddox,7KieZTca53gfdVzwdODV2L, Seungrae,7g5FyggODL4LruwJvqx4yh,,,,,,,,,,,,,,,,,,,,
On Fire,Jay Park,4BEISqK9v2Sth2v4GcpWfF,4XDi67ZENZcbfKnvMnTYsI,YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Westcoast,Jay Park,70vU9EbpgKRLHoANEJK2dW,4XDi67ZENZcbfKnvMnTYsI,YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Say Goodbye (feat. Sik-K & pH-1),Jay Park,2WEh2DFEAMnK2AlmQCD4Cb,4XDi67ZENZcbfKnvMnTYsI,YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park,4XDi67ZENZcbfKnvMnTYsI, Sik-K,5DIi2JWfQPTKffaVBlIYRn, pH-1,2u7CP5T30c8ctenzXgEV1W,,,,,,,,,,,,,,,,,,
We Be Wildin (feat. Haon),Jay Park,26NXj3bh82DtAKYN1XfffB,4XDi67ZENZcbfKnvMnTYsI,YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park,4XDi67ZENZcbfKnvMnTYsI, HAON,2krUNMgFZYm5s4Nn0g91W9,,,,,,,,,,,,,,,,,,,,
One Nation,Jay Park,0VRQ7f506tuOP7JbAo2SUp,4XDi67ZENZcbfKnvMnTYsI, Kirin,3dFiM806dnbA7YUIgOHDBc, Plastic Kid,2qhiSvpf8YlPqaNGfnzWnA,,,,,,,,,,,,,,,,,,,,,,
Do What I Like,Jay Park,2zfw5Q62YDTd0JzfOjAz9b,4XDi67ZENZcbfKnvMnTYsI, Kirin,3dFiM806dnbA7YUIgOHDBc, DeVita,5PS3ZZE5bBiZ3Ct9HiRG2B,,,,,,,,,,,,,,,,,,,,,,
Tonight,Jay Park,3iQqCQZtx8ZEKSXBkg3J4s,4XDi67ZENZcbfKnvMnTYsI, Kirin,3dFiM806dnbA7YUIgOHDBc, Ugly Duck,0Qr4St9aCOLu41Nt5QZIz1,,,,,,,,,,,,,,,,,,,,,,
Baddest Nice Guys,Jay Park,6oxFB7f08R1eCyjFAs7UD3,4XDi67ZENZcbfKnvMnTYsI, Kirin,3dFiM806dnbA7YUIgOHDBc, Simon Dominic,57W9ikVc6O2wLDtmclSjvN, DJ Light,08Wl6RGRGdv6gj5Xwq0N2b, DJ Wegun,7p552gLGzaDKXB5sETgTEP,,,,,,,,,,,,,,,,,,
20/20 (From Madden NFL 20),Jay Park,2PZvIdxs4386QX28ztf7GB,4XDi67ZENZcbfKnvMnTYsI, Hit-Boy,6q3p11nP1p80Ey6LrOOSed,,,,,,,,,,,,,,,,,,,,,,,,
All Day (Flex) [Prod. by OkayJJack],Jay Park,5FbiD78OtBrsaX8KP5DmDP,4XDi67ZENZcbfKnvMnTYsI, HAON,2krUNMgFZYm5s4Nn0g91W9, YUMDDA,0su5mZ6qhvOUhz7ckEx8rR,,,,,,,,,,,,,,,,,,,,,,
Yummy (Prod. by Cha Cha Malone),Jay Park,6EHY1kVGeoghDbj77BwMnq,4XDi67ZENZcbfKnvMnTYsI, Crush,6aLdhHUqgdKE86xbtNmY8g,,,,,,,,,,,,,,,,,,,,,,,,
ENGINE (Prod. by CODE KUNST),Jay Park,4xWuQN8WMqLE8LRqkIiVmr,4XDi67ZENZcbfKnvMnTYsI, Woo,5a8EJtOEbUJDF4RX3mKK02,,,,,,,,,,,,,,,,,,,,,,,,
Finish Line - Remix,Jay Park,5DTgIuRAYQ7POYfAjDzw04,4XDi67ZENZcbfKnvMnTYsI, pH-1,2u7CP5T30c8ctenzXgEV1W, Woodie Gochild,6iLGJqxVgxxWsJe5bW4dxt, HAON,2krUNMgFZYm5s4Nn0g91W9, 28AV,5DgTf0BW3LgzGNnKTqupVf, Sik-K,5DIi2JWfQPTKffaVBlIYRn,,,,,,,,,,,,,,,,
Not The Same,Jay Park,64tlkYRbSgvQPe0mXb2Nnf,4XDi67ZENZcbfKnvMnTYsI,Ill Chris,38YDLPHNjiIcGosZ240Han, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Finish Line,Jay Park,5lgiXTkfskwuLsWN8jivIx,4XDi67ZENZcbfKnvMnTYsI, SUPERBEE,0Q5XzDpn7DCI5jlubok4xb, Jvcki Wai,4bjcB3ZKiHgPzJvY2S2FLN,,,,,,,,,,,,,,,,,,,,,,
FSU,Jay Park,0jJXhTZExyz6hZ5DRxPFhx,4XDi67ZENZcbfKnvMnTYsI, GASHI,0JOxt5QOwq0czoJxvSc5hS, Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,,,,,,,,,,,,,,,,,,,,,,
YACHT,Jay Park,6J2EJAiqpTJUMYyCvh270p,4XDi67ZENZcbfKnvMnTYsI, VIC MENSA,27w1NoOLMX7tJMYqcetPyG,,,,,,,,,,,,,,,,,,,,,,,,
SOJU,Jay Park,4WCOZkpRz9zbeBDSD98Wtu,4XDi67ZENZcbfKnvMnTYsI, 2 Chainz,17lzZA2AlOHwCwFALHttmp,,,,,,,,,,,,,,,,,,,,,,,,
FSU (Feat. GASHI & Rich The Kid),Jay Park,1FbAI2n6DKqaX2d1NbCFhc,4XDi67ZENZcbfKnvMnTYsI, GASHI,0JOxt5QOwq0czoJxvSc5hS, Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,,,,,,,,,,,,,,,,,,,,,,
SOJU - Remix,Jay Park,4QuqMDWbg2poF8ytkH6pCm,4XDi67ZENZcbfKnvMnTYsI, Simon Dominic,57W9ikVc6O2wLDtmclSjvN, CHANGMO,3hvinNZRzTLoREmqFiKr1b, Woodie Gochild,6iLGJqxVgxxWsJe5bW4dxt,,,,,,,,,,,,,,,,,,,,
EL TORNADO,Jay Park,1ZVbbKmHJwOo7jlVovhPnD,4XDi67ZENZcbfKnvMnTYsI, GRAY,3kPEBSt7qgVoRZSbIXMr7W,,,,,,,,,,,,,,,,,,,,,,,,
Forget About Tomorrow,Jay Park,6u7ipGHDJsBA3UOwuz0W2T,4XDi67ZENZcbfKnvMnTYsI,YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
RUN IT,Jay Park,3sznlAy0sce8la6GVzhnKU,4XDi67ZENZcbfKnvMnTYsI, Woo,5a8EJtOEbUJDF4RX3mKK02, Jessi,64k5e9kV9MdukXjFrR5R37,,,,,,,,,,,,,,,,,,,,,,
Unlock it (Lock It) - feat. Kim Petras and Jay Park,Jay Park,3IG0DSV4U15NtX31Y0czx3,4XDi67ZENZcbfKnvMnTYsI,Charli XCX,25uiPmTg16RbhZWAqwLBy5, Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,
Birthday - Remix,Jay Park,0IZTHjoG91DWjbH1gkUAEG,4XDi67ZENZcbfKnvMnTYsI, Ugly Duck,0Qr4St9aCOLu41Nt5QZIz1, Woodie Gochild,6iLGJqxVgxxWsJe5bW4dxt, Hoody,7lXgbtBDcCRbfc5f8FhGUL,,,,,,,,,,,,,,,,,,,,
Life Is a Gamble - Remix,Jay Park,6Tqirsffz1s0ofsymzkL19,4XDi67ZENZcbfKnvMnTYsI, pH-1,2u7CP5T30c8ctenzXgEV1W, Sik-K,5DIi2JWfQPTKffaVBlIYRn, ILLSON,1o3mKG33qvuXI2s3HXTkYd,,,,,,,,,,,,,,,,,,,,
REBORN,Jay Park,3j5P08hfKY8oUSARXvmjjZ,4XDi67ZENZcbfKnvMnTYsI, ILLSON,1o3mKG33qvuXI2s3HXTkYd, Boi B,7MJnvH71CgBGCN9obN4aY5,,,,,,,,,,,,,,,,,,,,,,
Thuggin 4 My Baby,Jay Park,5l4DwTPXsAREUlBiRV6qil,4XDi67ZENZcbfKnvMnTYsI,YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park,4XDi67ZENZcbfKnvMnTYsI, Bone Thugs-N-Harmony,5spEJXLwD1sKUdC2bnOHPg,,,,,,,,,,,,,,,,,,,,
YACHT (k) (Feat. Sik-K),Jay Park,57ziFwpzuFkJi5nP91qnl4,4XDi67ZENZcbfKnvMnTYsI, Sik-K,5DIi2JWfQPTKffaVBlIYRn,,,,,,,,,,,,,,,,,,,,,,,,
LOVE MY LIFE,Jay Park,0LeG45y04n33HDFDlODV5P,4XDi67ZENZcbfKnvMnTYsI, pH-1,2u7CP5T30c8ctenzXgEV1W,,,,,,,,,,,,,,,,,,,,,,,,
MOST HATED,Jay Park,6UuBdJdNUoRU0pCohv27j3,4XDi67ZENZcbfKnvMnTYsI, Dok2,0rW6fVd3yuW2CF2sLYWQtE,,,,,,,,,,,,,,,,,,,,,,,,
Raw Sh!t,Jay Park,2tUkhgRni6E7MAaTiw8AWo,4XDi67ZENZcbfKnvMnTYsI, DJ Wegun,7p552gLGzaDKXB5sETgTEP,,,,,,,,,,,,,,,,,,,,,,,,
Me like yuh (k) (Feat. Hoody),Jay Park,2hhYqdaPIiwsMcbx98MUZy,4XDi67ZENZcbfKnvMnTYsI, Hoody,7lXgbtBDcCRbfc5f8FhGUL,,,,,,,,,,,,,,,,,,,,,,,,
CITY BREEZE,Jay Park,4j1ZGjvjtomCdb1zuRAW3I,4XDi67ZENZcbfKnvMnTYsI, Kirin,3dFiM806dnbA7YUIgOHDBc,,,,,,,,,,,,,,,,,,,,,,,,
PUT'EM UP,Jay Park,4MDW0KaRUwjfWIODMYFEHT,4XDi67ZENZcbfKnvMnTYsI, Ugly Duck,0Qr4St9aCOLu41Nt5QZIz1,,,,,,,,,,,,,,,,,,,,,,,,
Ain’t No Party Like an AOMG Party,Jay Park,6T9kR3QShDs0E8HCxxcEpA,4XDi67ZENZcbfKnvMnTYsI, Ugly Duck,0Qr4St9aCOLu41Nt5QZIz1,,,,,,,,,,,,,,,,,,,,,,,,
PLP,Jay Park,4DUVQQd42kQGbHRq1ApfyV,4XDi67ZENZcbfKnvMnTYsI, Ugly Duck,0Qr4St9aCOLu41Nt5QZIz1, Far East Movement,698hF4vcwHwPy8ltmXermq,,,,,,,,,,,,,,,,,,,,,,
NOWHERE,Jay Park,5v2hPMBSgzv0MxBhKvYgHH,4XDi67ZENZcbfKnvMnTYsI, Ugly Duck,0Qr4St9aCOLu41Nt5QZIz1,,,,,,,,,,,,,,,,,,,,,,,,
Who You - Remix,Jay Park,2ByIPJqORZEkOGrNbTgnCj,4XDi67ZENZcbfKnvMnTYsI, Ugly Duck,0Qr4St9aCOLu41Nt5QZIz1, Loco,2e4G04F77jxVuDYo44TCSm, Dayday,2M6pSBXyVDYo0IjlbW8Jj2, Simon Dominic,57W9ikVc6O2wLDtmclSjvN,,,,,,,,,,,,,,,,,,
Solo,Jay Park,1ABWk6RXWcUERLL2Ejunyj,4XDi67ZENZcbfKnvMnTYsI, Hoody,7lXgbtBDcCRbfc5f8FhGUL,,,,,,,,,,,,,,,,,,,,,,,,
My Last,Jay Park,3gDdTft95pQFZhf9qtogIg,4XDi67ZENZcbfKnvMnTYsI, Loco,2e4G04F77jxVuDYo44TCSm, GRAY,3kPEBSt7qgVoRZSbIXMr7W,,,,,,,,,,,,,,,,,,,,,,
MOMMAE (Feat. Ugly Duck),Jay Park,3MuGoW19i72vekvJoeAIxl,4XDi67ZENZcbfKnvMnTYsI, Ugly Duck,0Qr4St9aCOLu41Nt5QZIz1,,,,,,,,,,,,,,,,,,,,,,,,
NaNa,Jay Park,14Nf9lOGkXAREMYbSzZv3e,4XDi67ZENZcbfKnvMnTYsI, Loco,2e4G04F77jxVuDYo44TCSm, AOMG,4jI1sm5mTNOWw6ea5Cmslp,,,,,,,,,,,,,,,,,,,,,,
METRONOME,Jay Park,1av9HIaRwcIFDYNqmIZThT,4XDi67ZENZcbfKnvMnTYsI, Simon Dominic,57W9ikVc6O2wLDtmclSjvN, GRAY,3kPEBSt7qgVoRZSbIXMr7W,,,,,,,,,,,,,,,,,,,,,,
1 Hunnit,Jay Park,4XXUyE82Yt9mK39DthDQrS,4XDi67ZENZcbfKnvMnTYsI, Dok2,0rW6fVd3yuW2CF2sLYWQtE,,,,,,,,,,,,,,,,,,,,,,,,
Touch The Sky (Feat. The Quiett),Jay Park,0ZMWjeil3p8JFhWGanZuUD,4XDi67ZENZcbfKnvMnTYsI, The Quiett,2qI1pO64eYqGUiv1XTw4cy,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned (Feat. Dok2),Jay Park,4IgVHFgszoV0I9e2AGhT6m,4XDi67ZENZcbfKnvMnTYsI, Dok2,0rW6fVd3yuW2CF2sLYWQtE,,,,,,,,,,,,,,,,,,,,,,,,
Tonight (Feat. KANG MINKYUNG Of Davichi),Jay Park,639wfgGp8tWk9jV1SIoGtK,4XDi67ZENZcbfKnvMnTYsI, KANG MINKYUNG,15Dv0lqpiL5zD6OqqwUEP4,,,,,,,,,,,,,,,,,,,,,,,,
Level 1000 (With Dok2),Jay Park,0iI9zWjy5hqP30glSxN1h1,4XDi67ZENZcbfKnvMnTYsI, Dok2,0rW6fVd3yuW2CF2sLYWQtE,,,,,,,,,,,,,,,,,,,,,,,,
With you,HA SUNG WOON,2gzhQaCTeNgxpeB2TPllyY,3OBkZ9NG8F0Fn4oNpg0yuU,Jimin,1oSPZhvZMIrWW5I41kPkkY, HA SUNG WOON,3OBkZ9NG8F0Fn4oNpg0yuU,,,,,,,,,,,,,,,,,,,,,,
Love Sound,HA SUNG WOON,29zm1g5kGbeh5IznzE6oNd,3OBkZ9NG8F0Fn4oNpg0yuU, Rauas,1ogGHXBZD13CHeAbt2su66,,,,,,,,,,,,,,,,,,,,,,,,
Johnny,HA SUNG WOON,2dnlQFidlBLM0juOQrVQHx,3OBkZ9NG8F0Fn4oNpg0yuU, Punch,2FgZrgTMX6Sk0VNcOsEPmm,,,,,,,,,,,,,,,,,,,,,,,,
Riding,HA SUNG WOON,0F4b6GHyiUlpHwPAt8GFJ7,3OBkZ9NG8F0Fn4oNpg0yuU, Gaeko,0tkHE1pQ5ZCgQb8WZ0ba79,,,,,,,,,,,,,,,,,,,,,,,,
Don't Forget,HA SUNG WOON,71aDRwPf1E0uUKTl1OXik8,3OBkZ9NG8F0Fn4oNpg0yuU, PARK JI HOON,0tBYMeHDDJCzRuREuCTWi7,,,,,,,,,,,,,,,,,,,,,,,,
Don't forget,HA SUNG WOON,4UcaGOIG9aTxGHTs3l6mAM,3OBkZ9NG8F0Fn4oNpg0yuU, PARK JI HOON,0tBYMeHDDJCzRuREuCTWi7,,,,,,,,,,,,,,,,,,,,,,,,
FOREVER 1 - Matisse & Sadko Remix,Girls' Generation,5dJ6HlXlZw4MvIkH9293M5,0Sadg1vgvaPqGTOjxu0N6c, Matisse & Sadko,2QMCcKIPHnjQaPPgoEst88,,,,,,,,,,,,,,,,,,,,,,,,
FOREVER 1 - Aiobahn Remix,Girls' Generation,3zFK1dwL2qkrdkbPJkBHWm,0Sadg1vgvaPqGTOjxu0N6c, Aiobahn,3AMFQZ3Tt549kShRG2IBYT,,,,,,,,,,,,,,,,,,,,,,,,
FOREVER 1 - Mar Vista Remix,Girls' Generation,34Y5PQPsFdjTGspPKIFSom,0Sadg1vgvaPqGTOjxu0N6c, Mar Vista,52jyvbzmj80qTr2NEWhczo,,,,,,,,,,,,,,,,,,,,,,,,
The Boys - Clinton Sparks & Disco Fries Remix,Girls' Generation,7Hy6oYxt8KOBEJ4c7fNGuw,0Sadg1vgvaPqGTOjxu0N6c, Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,,,,,,,,,,,,,,,,,,,,,,,,
The Boys - Clinton Sparks & Disco Fries Remix,Girls' Generation,5cY6DFEsxpChho3JU7AG0h,0Sadg1vgvaPqGTOjxu0N6c, Lil Playy,1d5znoU7LGiCy3H8TMtLWg,,,,,,,,,,,,,,,,,,,,,,,,
The Boys *Bring Dem Boys*,Girls' Generation,3xJDrARs45Kp24RnJkFNN4,0Sadg1vgvaPqGTOjxu0N6c, Suzi,3ImHydeN8Sciy5cLgeDtOR,,,,,,,,,,,,,,,,,,,,,,,,
One Year Later,Girls' Generation,1OegdSRGCwdM30qbk5mnZz,0Sadg1vgvaPqGTOjxu0N6c, ONEW,7sZ5ipSoboWdqXkdj6AXHo, Jessica,7jPVuaaHLs4QVSuN561jZt,,,,,,,,,,,,,,,,,,,,,,
SELFISH,MAMAMOO,2OtIvk8cp2vWzRhNXCAyQq,0XATRDCYuuGhk0oE7C0o5G, SEULGI,2QM5S4yO6xHgnNvF0nbZZq,,,,,,,,,,,,,,,,,,,,,,,,
HAN,MAMAMOO,4Dj07Ua8qusZxYuMqy58XO,0XATRDCYuuGhk0oE7C0o5G,Park Bom,3uHb6dRazmcaT15bMexUtt, CHEETAH,6ftZYkensUYXNiMM7nFwhE,,,,,,,,,,,,,,,,,,,,,,
SELFISH (Feat. SEULGI Of Red Velvet),MAMAMOO,3fcgRnXQ3ltsH5Lcv9VKov,0XATRDCYuuGhk0oE7C0o5G, SEULGI,2QM5S4yO6xHgnNvF0nbZZq,,,,,,,,,,,,,,,,,,,,,,,,
Love & Hate,MAMAMOO,5aCt0eizNsuvP9CdU3dgCc,0XATRDCYuuGhk0oE7C0o5G, Moon Byul,1eTft3tXynrKdo6XD7QHLL,,,,,,,,,,,,,,,,,,,,,,,,
Da Ra Da,MAMAMOO,6qQ7GQ2dyhw6gDEmv75QnT,0XATRDCYuuGhk0oE7C0o5G, Whee In,0BqRGrwqndrtNkojXiqIzL, Jeff Bernat,2vVT4qoxWje0gVD2FiWZ4u, B.O.,5zMKnGCFow1P0wm4J2if8t,,,,,,,,,,,,,,,,,,,,
Moderato,MAMAMOO,2ln1zeqUzDmxKzfQdvmPKu,0XATRDCYuuGhk0oE7C0o5G, Hash Swan,3yVEZNS0ateVfoj8FuazKg,,,,,,,,,,,,,,,,,,,,,,,,
Angel,MAMAMOO,58ucpI51aZsypd4dM22SyQ,0XATRDCYuuGhk0oE7C0o5G, Solar,5cYcI546S8Lf97m4mNdYLD, Whee In,0BqRGrwqndrtNkojXiqIzL,,,,,,,,,,,,,,,,,,,,,,
DAB DAB,MAMAMOO,3y340cZuTx2Tv8uuBkXJwO,0XATRDCYuuGhk0oE7C0o5G, Hwa Sa,7bmYpVgQub656uNTu6qGNQ, Moon Byul,1eTft3tXynrKdo6XD7QHLL,,,,,,,,,,,,,,,,,,,,,,
AHH OOP!,MAMAMOO,3k3UtKHFIzpFKHVdb80SQg,0XATRDCYuuGhk0oE7C0o5G, eSNa,2jfAd4z4B5dR7yhhwTOulQ,,,,,,,,,,,,,,,,,,,,,,,,
Gentleman,MAMAMOO,31IkOYqCkg6kvwkGvEkotH,0XATRDCYuuGhk0oE7C0o5G, eSNa,2jfAd4z4B5dR7yhhwTOulQ,,,,,,,,,,,,,,,,,,,,,,,,
This song,MAMAMOO,0Lp1A8RfkbyMr0WRdR9eI8,0XATRDCYuuGhk0oE7C0o5G,Loco,2e4G04F77jxVuDYo44TCSm, MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,,,,,,,,,,,,,,,,,,,,,,
Heeheehaheho,MAMAMOO,1XhlGYZrqUqVr9RgSJcGPN,0XATRDCYuuGhk0oE7C0o5G, Geeks,5VxfguafjfSdJcN10ACVZe,,,,,,,,,,,,,,,,,,,,,,,,
I do me - Solo Version,MAMAMOO,3RegpmudRVdgKkVjSEYpHy,0XATRDCYuuGhk0oE7C0o5G, Hwa Sa,7bmYpVgQub656uNTu6qGNQ,,,,,,,,,,,,,,,,,,,,,,,,
Don't be happyv,MAMAMOO,0i1rl9K4GlwjAoB1cFBOCc,0XATRDCYuuGhk0oE7C0o5G, BUMKEY,3vhZuZdMksbnJwoE3AwpXq,,,,,,,,,,,,,,,,,,,,,,,,
Peppermint Chocolate (feat.Whee sung),MAMAMOO,5BfBVr2vacXxUKbAH7JCDd,0XATRDCYuuGhk0oE7C0o5G,K.Will,1XNC9ksvgXeD1xRJruSA5t, MAMAMOO,0XATRDCYuuGhk0oE7C0o5G, Realslow,7luxe2wCwtDtkKSP8ZhPLn,,,,,,,,,,,,,,,,,,,,
NO PROBLEM (feat. Felix of Stray Kids),NAYEON,6eRUz27KzkmGy3s6ZMcHgt,1VwDG9aBflQupaFNjUru9A, Felix of Stray Kids,40zyx4iztMjRbIIoI802r4,,,,,,,,,,,,,,,,,,,,,,,,
LOVE COUNTDOWN (feat. Wonstein),NAYEON,5SCueETKJMI9LrMjrvlbjf,1VwDG9aBflQupaFNjUru9A, Wonstein,5o615XColiSVMPDWlslKSk,,,,,,,,,,,,,,,,,,,,,,,,
VIBE (feat. Jimin of BTS),Jimin,61AZsmFB3VoJdmraMk5ZSn,1oSPZhvZMIrWW5I41kPkkY,TAEYANG,6udveWUgX4vu75FF0DTrXV, Jimin,1oSPZhvZMIrWW5I41kPkkY,,,,,,,,,,,,,,,,,,,,,,
BIBI Vengeance (feat. Baby Tate & with Princesa Alba) [Remix],BIBI,35ysgBuR1MRRi02d7VYG4B,6UbmqUEgjLA6jAcXwbM1Z9, Princesa Alba,3hvDAraTidCTjQHIc4m8P3, Baby Tate,3IJ21966TwNZI24MwZHMu4,,,,,,,,,,,,,,,,,,,,,,
The Weekend - MILLI Remix,BIBI,1XVQu6SXMMEJ3nc9BOGhgk,6UbmqUEgjLA6jAcXwbM1Z9,88rising,1AhjOkOLkbHUfcHDSErXQs, BIBI,6UbmqUEgjLA6jAcXwbM1Z9, MILLI,1eVPKI2R4NlX6P5FIuMXis,,,,,,,,,,,,,,,,,,,,
The Weekend (with 347aidan) - Remix,BIBI,0G7xOaJtStqoAEyLKNuRA3,6UbmqUEgjLA6jAcXwbM1Z9,88rising,1AhjOkOLkbHUfcHDSErXQs, BIBI,6UbmqUEgjLA6jAcXwbM1Z9, 347aidan,0bBz5bRBkExaej2HxtVfCw,,,,,,,,,,,,,,,,,,,,
The Weekend,BIBI,5q3LwAHTqo9d3rET2EA9Nq,6UbmqUEgjLA6jAcXwbM1Z9,88rising,1AhjOkOLkbHUfcHDSErXQs, BIBI,6UbmqUEgjLA6jAcXwbM1Z9,,,,,,,,,,,,,,,,,,,,,,
Galipette - BIBI Remix,BIBI,7x5xZs5VbPxNsdmGAj6Hch,6UbmqUEgjLA6jAcXwbM1Z9,Lolo Zouaï,2qDIR2WlcW3llkGqJWg9VJ, BIBI,6UbmqUEgjLA6jAcXwbM1Z9,,,,,,,,,,,,,,,,,,,,,,
WHY Y (Feat. Tiger JK),BIBI,7k9rM0ZCWUn5Dg1t0vj0vi,6UbmqUEgjLA6jAcXwbM1Z9, Tiger JK,11S00dFcvNvJahis8MTGMD,,,,,,,,,,,,,,,,,,,,,,,,
"The Way You Look Tonight (From ""BIG PICTURE HOUSE"")",BIBI,6hSQ6iO8dTh0qcBQaF12qw,6UbmqUEgjLA6jAcXwbM1Z9,Jinho,181zIaSqvjAgUXxn7DkM3e, BIBI,6UbmqUEgjLA6jAcXwbM1Z9,,,,,,,,,,,,,,,,,,,,,,
Pretty Ting (Feat. 김승민),BIBI,2sYSm57KSNxOF9gz3qWLMX,6UbmqUEgjLA6jAcXwbM1Z9, Kim Seungmin,31VffPWiL2AAwNIMODB9qZ,,,,,,,,,,,,,,,,,,,,,,,,
