,song_name,song_name_10,kpop_artist_name,all_artists,song_id,song_api_info,artist_id,all_artists_id,all_artists_list,all_artists_id_list,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,artist_8,artist_id_8,artist_9,artist_id_9,artist_10,artist_id_10,artist_11,artist_id_11,artist_12,artist_id_12,artist_13,artist_id_13
6643,DIRTY LOVE,DIRTY LOVE,Zion.T,"SUMIN, Zion.T",4lG3cBBatsPByJkoXXd9ps,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0K4MGKGmjtdIE0W3GkGmyU'}, 'href': 'https://api.spotify.com/v1/artists/0K4MGKGmjtdIE0W3GkGmyU', 'id': '0K4MGKGmjtdIE0W3GkGmyU', 'name': 'SUMIN', 'type': 'artist', 'uri': 'spotify:artist:0K4MGKGmjtdIE0W3GkGmyU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}]",5HenzRvMtSrgtvU16XAoby,"0K4MGKGmjtdIE0W3GkGmyU, 5HenzRvMtSrgtvU16XAoby","['SUMIN', ' Zion.T']","['0K4MGKGmjtdIE0W3GkGmyU', ' 5HenzRvMtSrgtvU16XAoby']",SUMIN,0K4MGKGmjtdIE0W3GkGmyU, Zion.T, 5HenzRvMtSrgtvU16XAoby,,,,,,,,,,,,,,,,,,,,,,
6646,멋지게 인사하는 법 (Hello Tutorial) (Feat. 슬기 (SEULGI) of Red Velvet),멋지게 인사하는 법,Zion.T,"Zion.T, SEULGI",36UcoqH2P24RtSGbLKLK3w,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2QM5S4yO6xHgnNvF0nbZZq'}, 'href': 'https://api.spotify.com/v1/artists/2QM5S4yO6xHgnNvF0nbZZq', 'id': '2QM5S4yO6xHgnNvF0nbZZq', 'name': 'SEULGI', 'type': 'artist', 'uri': 'spotify:artist:2QM5S4yO6xHgnNvF0nbZZq'}]",5HenzRvMtSrgtvU16XAoby,"5HenzRvMtSrgtvU16XAoby, 2QM5S4yO6xHgnNvF0nbZZq",[' SEULGI'],[' 2QM5S4yO6xHgnNvF0nbZZq'], SEULGI, 2QM5S4yO6xHgnNvF0nbZZq,,,,,,,,,,,,,,,,,,,,,,,,
6648,말라깽이 (Malla Gang) (Feat. E SENS),말라깽이 (Mall,Zion.T,"Zion.T, E SENS",0U4WrJV3BoMal8LqCKFXB0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6a8cUmqOsXmjzq1aWKiVpH'}, 'href': 'https://api.spotify.com/v1/artists/6a8cUmqOsXmjzq1aWKiVpH', 'id': '6a8cUmqOsXmjzq1aWKiVpH', 'name': 'E SENS', 'type': 'artist', 'uri': 'spotify:artist:6a8cUmqOsXmjzq1aWKiVpH'}]",5HenzRvMtSrgtvU16XAoby,"5HenzRvMtSrgtvU16XAoby, 6a8cUmqOsXmjzq1aWKiVpH",[' E SENS'],[' 6a8cUmqOsXmjzq1aWKiVpH'], E SENS, 6a8cUmqOsXmjzq1aWKiVpH,,,,,,,,,,,,,,,,,,,,,,,,
6650,잠꼬대 (Sleep Talk) (Feat. 오혁 (OHHYUK)),잠꼬대 (Sleep,Zion.T,"Zion.T, OHHYUK",05u2T9tmi3u5ZYGZ1c2tuf,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/68TCVp5t1Dxi2TvNuYoYK0'}, 'href': 'https://api.spotify.com/v1/artists/68TCVp5t1Dxi2TvNuYoYK0', 'id': '68TCVp5t1Dxi2TvNuYoYK0', 'name': 'OHHYUK', 'type': 'artist', 'uri': 'spotify:artist:68TCVp5t1Dxi2TvNuYoYK0'}]",5HenzRvMtSrgtvU16XAoby,"5HenzRvMtSrgtvU16XAoby, 68TCVp5t1Dxi2TvNuYoYK0",[' OHHYUK'],[' 68TCVp5t1Dxi2TvNuYoYK0'], OHHYUK, 68TCVp5t1Dxi2TvNuYoYK0,,,,,,,,,,,,,,,,,,,,,,,,
6652,눈 (Snow) (Feat. 이문세 (Lee Moon Sae)),눈 (Snow) (,Zion.T,"Zion.T, Lee Moon Sae",2IET3t6Y5WKbaWmeuRDr1N,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2eVlgLy3Aym09gM3dqx6cq'}, 'href': 'https://api.spotify.com/v1/artists/2eVlgLy3Aym09gM3dqx6cq', 'id': '2eVlgLy3Aym09gM3dqx6cq', 'name': 'Lee Moon Sae', 'type': 'artist', 'uri': 'spotify:artist:2eVlgLy3Aym09gM3dqx6cq'}]",5HenzRvMtSrgtvU16XAoby,"5HenzRvMtSrgtvU16XAoby, 2eVlgLy3Aym09gM3dqx6cq",[' Lee Moon Sae'],[' 2eVlgLy3Aym09gM3dqx6cq'], Lee Moon Sae, 2eVlgLy3Aym09gM3dqx6cq,,,,,,,,,,,,,,,,,,,,,,,,
6655,눈 (SNOW) (Feat. 이문세 (Lee Moon Sae)),눈 (SNOW) (,Zion.T,"Zion.T, Lee Moon Sae",62SJ5qkvcNBorQ6QNg6Xcb,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2eVlgLy3Aym09gM3dqx6cq'}, 'href': 'https://api.spotify.com/v1/artists/2eVlgLy3Aym09gM3dqx6cq', 'id': '2eVlgLy3Aym09gM3dqx6cq', 'name': 'Lee Moon Sae', 'type': 'artist', 'uri': 'spotify:artist:2eVlgLy3Aym09gM3dqx6cq'}]",5HenzRvMtSrgtvU16XAoby,"5HenzRvMtSrgtvU16XAoby, 2eVlgLy3Aym09gM3dqx6cq",[' Lee Moon Sae'],[' 2eVlgLy3Aym09gM3dqx6cq'], Lee Moon Sae, 2eVlgLy3Aym09gM3dqx6cq,,,,,,,,,,,,,,,,,,,,,,,,
6657,Machine Gun,Machine Gu,Zion.T,"KUSH, Zion.T, MINO",64baDpyf4xHHVWLzDlAq2s,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6KifG2XLmMlQTAlPEyy2o4'}, 'href': 'https://api.spotify.com/v1/artists/6KifG2XLmMlQTAlPEyy2o4', 'id': '6KifG2XLmMlQTAlPEyy2o4', 'name': 'KUSH', 'type': 'artist', 'uri': 'spotify:artist:6KifG2XLmMlQTAlPEyy2o4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3ytV7vc4ZuwGgwaOuWvkk8'}, 'href': 'https://api.spotify.com/v1/artists/3ytV7vc4ZuwGgwaOuWvkk8', 'id': '3ytV7vc4ZuwGgwaOuWvkk8', 'name': 'MINO', 'type': 'artist', 'uri': 'spotify:artist:3ytV7vc4ZuwGgwaOuWvkk8'}]",5HenzRvMtSrgtvU16XAoby,"6KifG2XLmMlQTAlPEyy2o4, 5HenzRvMtSrgtvU16XAoby, 3ytV7vc4ZuwGgwaOuWvkk8","['KUSH', ' Zion.T', ' MINO']","['6KifG2XLmMlQTAlPEyy2o4', ' 5HenzRvMtSrgtvU16XAoby', ' 3ytV7vc4ZuwGgwaOuWvkk8']",KUSH,6KifG2XLmMlQTAlPEyy2o4, Zion.T, 5HenzRvMtSrgtvU16XAoby, MINO, 3ytV7vc4ZuwGgwaOuWvkk8,,,,,,,,,,,,,,,,,,,,
6670,Two melodies,Two melodi,Zion.T,"Zion.T, Crush",5u0cV5pXJvzEFiLXWpPYjO,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g'}, 'href': 'https://api.spotify.com/v1/artists/6aLdhHUqgdKE86xbtNmY8g', 'id': '6aLdhHUqgdKE86xbtNmY8g', 'name': 'Crush', 'type': 'artist', 'uri': 'spotify:artist:6aLdhHUqgdKE86xbtNmY8g'}]",5HenzRvMtSrgtvU16XAoby,"5HenzRvMtSrgtvU16XAoby, 6aLdhHUqgdKE86xbtNmY8g",[' Crush'],[' 6aLdhHUqgdKE86xbtNmY8g'], Crush, 6aLdhHUqgdKE86xbtNmY8g,,,,,,,,,,,,,,,,,,,,,,,,
6674,Click Me (Feat. Dok2),Click Me (,Zion.T,"Zion.T, Dok2",7uEziK0XDNQ8FEGiPVNrPW,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0rW6fVd3yuW2CF2sLYWQtE'}, 'href': 'https://api.spotify.com/v1/artists/0rW6fVd3yuW2CF2sLYWQtE', 'id': '0rW6fVd3yuW2CF2sLYWQtE', 'name': 'Dok2', 'type': 'artist', 'uri': 'spotify:artist:0rW6fVd3yuW2CF2sLYWQtE'}]",5HenzRvMtSrgtvU16XAoby,"5HenzRvMtSrgtvU16XAoby, 0rW6fVd3yuW2CF2sLYWQtE",[' Dok2'],[' 0rW6fVd3yuW2CF2sLYWQtE'], Dok2, 0rW6fVd3yuW2CF2sLYWQtE,,,,,,,,,,,,,,,,,,,,,,,,
6675,Set It Off,Set It Off,DPR LIVE,"League of Legends, DPR LIVE, DPR CLINE",6qONYDmRz1s7Msz0yVDHMB,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/47mIJdHORyRerp4os813jD'}, 'href': 'https://api.spotify.com/v1/artists/47mIJdHORyRerp4os813jD', 'id': '47mIJdHORyRerp4os813jD', 'name': 'League of Legends', 'type': 'artist', 'uri': 'spotify:artist:47mIJdHORyRerp4os813jD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0siBQaURCli5wn2lqv8WZg'}, 'href': 'https://api.spotify.com/v1/artists/0siBQaURCli5wn2lqv8WZg', 'id': '0siBQaURCli5wn2lqv8WZg', 'name': 'DPR LIVE', 'type': 'artist', 'uri': 'spotify:artist:0siBQaURCli5wn2lqv8WZg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4Z6fYh9ANGOfOSylYE5gZz'}, 'href': 'https://api.spotify.com/v1/artists/4Z6fYh9ANGOfOSylYE5gZz', 'id': '4Z6fYh9ANGOfOSylYE5gZz', 'name': 'DPR CLINE', 'type': 'artist', 'uri': 'spotify:artist:4Z6fYh9ANGOfOSylYE5gZz'}]",0siBQaURCli5wn2lqv8WZg,"47mIJdHORyRerp4os813jD, 0siBQaURCli5wn2lqv8WZg, 4Z6fYh9ANGOfOSylYE5gZz","['League of Legends', ' DPR LIVE', ' DPR CLINE']","['47mIJdHORyRerp4os813jD', ' 0siBQaURCli5wn2lqv8WZg', ' 4Z6fYh9ANGOfOSylYE5gZz']",League of Legends,47mIJdHORyRerp4os813jD, DPR LIVE, 0siBQaURCli5wn2lqv8WZg, DPR CLINE, 4Z6fYh9ANGOfOSylYE5gZz,,,,,,,,,,,,,,,,,,,,
6677,Hula Hoops,Hula Hoops,DPR LIVE,"DPR LIVE, Beenzino, Hwa Sa",5FsdBmqWWfS6S5X4NfmxSh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0siBQaURCli5wn2lqv8WZg'}, 'href': 'https://api.spotify.com/v1/artists/0siBQaURCli5wn2lqv8WZg', 'id': '0siBQaURCli5wn2lqv8WZg', 'name': 'DPR LIVE', 'type': 'artist', 'uri': 'spotify:artist:0siBQaURCli5wn2lqv8WZg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7IrDIIq3j04exsiF3Z7CPg'}, 'href': 'https://api.spotify.com/v1/artists/7IrDIIq3j04exsiF3Z7CPg', 'id': '7IrDIIq3j04exsiF3Z7CPg', 'name': 'Beenzino', 'type': 'artist', 'uri': 'spotify:artist:7IrDIIq3j04exsiF3Z7CPg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7bmYpVgQub656uNTu6qGNQ'}, 'href': 'https://api.spotify.com/v1/artists/7bmYpVgQub656uNTu6qGNQ', 'id': '7bmYpVgQub656uNTu6qGNQ', 'name': 'Hwa Sa', 'type': 'artist', 'uri': 'spotify:artist:7bmYpVgQub656uNTu6qGNQ'}]",0siBQaURCli5wn2lqv8WZg,"0siBQaURCli5wn2lqv8WZg, 7IrDIIq3j04exsiF3Z7CPg, 7bmYpVgQub656uNTu6qGNQ","[' Beenzino', ' Hwa Sa']","[' 7IrDIIq3j04exsiF3Z7CPg', ' 7bmYpVgQub656uNTu6qGNQ']", Beenzino, 7IrDIIq3j04exsiF3Z7CPg, Hwa Sa, 7bmYpVgQub656uNTu6qGNQ,,,,,,,,,,,,,,,,,,,,,,
6679,Boom,Boom,DPR LIVE,"DPR LIVE, DPR IAN",7xgHy510SVkSgV1ZpzElW1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0siBQaURCli5wn2lqv8WZg'}, 'href': 'https://api.spotify.com/v1/artists/0siBQaURCli5wn2lqv8WZg', 'id': '0siBQaURCli5wn2lqv8WZg', 'name': 'DPR LIVE', 'type': 'artist', 'uri': 'spotify:artist:0siBQaURCli5wn2lqv8WZg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2o8gT0fQmFxGNbowbdgeZe'}, 'href': 'https://api.spotify.com/v1/artists/2o8gT0fQmFxGNbowbdgeZe', 'id': '2o8gT0fQmFxGNbowbdgeZe', 'name': 'DPR IAN', 'type': 'artist', 'uri': 'spotify:artist:2o8gT0fQmFxGNbowbdgeZe'}]",0siBQaURCli5wn2lqv8WZg,"0siBQaURCli5wn2lqv8WZg, 2o8gT0fQmFxGNbowbdgeZe",[' DPR IAN'],[' 2o8gT0fQmFxGNbowbdgeZe'], DPR IAN, 2o8gT0fQmFxGNbowbdgeZe,,,,,,,,,,,,,,,,,,,,,,,,
6683,Jam & Butterfly,Jam & Butt,DPR LIVE,"DPR LIVE, Crush, eaJ",5rZkRaL4AjykFgw49KULyo,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0siBQaURCli5wn2lqv8WZg'}, 'href': 'https://api.spotify.com/v1/artists/0siBQaURCli5wn2lqv8WZg', 'id': '0siBQaURCli5wn2lqv8WZg', 'name': 'DPR LIVE', 'type': 'artist', 'uri': 'spotify:artist:0siBQaURCli5wn2lqv8WZg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g'}, 'href': 'https://api.spotify.com/v1/artists/6aLdhHUqgdKE86xbtNmY8g', 'id': '6aLdhHUqgdKE86xbtNmY8g', 'name': 'Crush', 'type': 'artist', 'uri': 'spotify:artist:6aLdhHUqgdKE86xbtNmY8g'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0kX41bvrBQtgqSEXbmTzMN'}, 'href': 'https://api.spotify.com/v1/artists/0kX41bvrBQtgqSEXbmTzMN', 'id': '0kX41bvrBQtgqSEXbmTzMN', 'name': 'eaJ', 'type': 'artist', 'uri': 'spotify:artist:0kX41bvrBQtgqSEXbmTzMN'}]",0siBQaURCli5wn2lqv8WZg,"0siBQaURCli5wn2lqv8WZg, 6aLdhHUqgdKE86xbtNmY8g, 0kX41bvrBQtgqSEXbmTzMN","[' Crush', ' eaJ']","[' 6aLdhHUqgdKE86xbtNmY8g', ' 0kX41bvrBQtgqSEXbmTzMN']", Crush, 6aLdhHUqgdKE86xbtNmY8g, eaJ, 0kX41bvrBQtgqSEXbmTzMN,,,,,,,,,,,,,,,,,,,,,,
6684,Gravity,Gravity,DPR LIVE,"DPR LIVE, DPR CREAM",3ceT2EpXLA36rgppFfonXe,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0siBQaURCli5wn2lqv8WZg'}, 'href': 'https://api.spotify.com/v1/artists/0siBQaURCli5wn2lqv8WZg', 'id': '0siBQaURCli5wn2lqv8WZg', 'name': 'DPR LIVE', 'type': 'artist', 'uri': 'spotify:artist:0siBQaURCli5wn2lqv8WZg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7bPplWv4cZ1q26UY2Wmcvw'}, 'href': 'https://api.spotify.com/v1/artists/7bPplWv4cZ1q26UY2Wmcvw', 'id': '7bPplWv4cZ1q26UY2Wmcvw', 'name': 'DPR CREAM', 'type': 'artist', 'uri': 'spotify:artist:7bPplWv4cZ1q26UY2Wmcvw'}]",0siBQaURCli5wn2lqv8WZg,"0siBQaURCli5wn2lqv8WZg, 7bPplWv4cZ1q26UY2Wmcvw",[' DPR CREAM'],[' 7bPplWv4cZ1q26UY2Wmcvw'], DPR CREAM, 7bPplWv4cZ1q26UY2Wmcvw,,,,,,,,,,,,,,,,,,,,,,,,
6688,Action! (Feat. GRAY),Action! (F,DPR LIVE,"DPR LIVE, GRAY",3IW5rhsRBxstifAnjQyUI9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0siBQaURCli5wn2lqv8WZg'}, 'href': 'https://api.spotify.com/v1/artists/0siBQaURCli5wn2lqv8WZg', 'id': '0siBQaURCli5wn2lqv8WZg', 'name': 'DPR LIVE', 'type': 'artist', 'uri': 'spotify:artist:0siBQaURCli5wn2lqv8WZg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3kPEBSt7qgVoRZSbIXMr7W'}, 'href': 'https://api.spotify.com/v1/artists/3kPEBSt7qgVoRZSbIXMr7W', 'id': '3kPEBSt7qgVoRZSbIXMr7W', 'name': 'GRAY', 'type': 'artist', 'uri': 'spotify:artist:3kPEBSt7qgVoRZSbIXMr7W'}]",0siBQaURCli5wn2lqv8WZg,"0siBQaURCli5wn2lqv8WZg, 3kPEBSt7qgVoRZSbIXMr7W",[' GRAY'],[' 3kPEBSt7qgVoRZSbIXMr7W'], GRAY, 3kPEBSt7qgVoRZSbIXMr7W,,,,,,,,,,,,,,,,,,,,,,,,
6702,"Please (Feat. KIM HYO EUN, G2, DUMBFOUNDEAD)",Please (Fe,DPR LIVE,"DPR LIVE, Dumbfoundead, G2, Keem Hyo-Eun",6Wtulc33UYYAawoMVKHZQt,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0siBQaURCli5wn2lqv8WZg'}, 'href': 'https://api.spotify.com/v1/artists/0siBQaURCli5wn2lqv8WZg', 'id': '0siBQaURCli5wn2lqv8WZg', 'name': 'DPR LIVE', 'type': 'artist', 'uri': 'spotify:artist:0siBQaURCli5wn2lqv8WZg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7LTShHcq1KdTrWeLvWoYed'}, 'href': 'https://api.spotify.com/v1/artists/7LTShHcq1KdTrWeLvWoYed', 'id': '7LTShHcq1KdTrWeLvWoYed', 'name': 'Dumbfoundead', 'type': 'artist', 'uri': 'spotify:artist:7LTShHcq1KdTrWeLvWoYed'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4ueZwsEtcqcO0IZywqgk66'}, 'href': 'https://api.spotify.com/v1/artists/4ueZwsEtcqcO0IZywqgk66', 'id': '4ueZwsEtcqcO0IZywqgk66', 'name': 'G2', 'type': 'artist', 'uri': 'spotify:artist:4ueZwsEtcqcO0IZywqgk66'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/59KuGY6nfY3w39O0qYVA7p'}, 'href': 'https://api.spotify.com/v1/artists/59KuGY6nfY3w39O0qYVA7p', 'id': '59KuGY6nfY3w39O0qYVA7p', 'name': 'Keem Hyo-Eun', 'type': 'artist', 'uri': 'spotify:artist:59KuGY6nfY3w39O0qYVA7p'}]",0siBQaURCli5wn2lqv8WZg,"0siBQaURCli5wn2lqv8WZg, 7LTShHcq1KdTrWeLvWoYed, 4ueZwsEtcqcO0IZywqgk66, 59KuGY6nfY3w39O0qYVA7p","[' Dumbfoundead', ' G2', ' Keem Hyo-Eun']","[' 7LTShHcq1KdTrWeLvWoYed', ' 4ueZwsEtcqcO0IZywqgk66', ' 59KuGY6nfY3w39O0qYVA7p']", Dumbfoundead, 7LTShHcq1KdTrWeLvWoYed, G2, 4ueZwsEtcqcO0IZywqgk66, Keem Hyo-Eun, 59KuGY6nfY3w39O0qYVA7p,,,,,,,,,,,,,,,,,,,,
6704,Know Me (Feat. DEAN),Know Me (F,DPR LIVE,"DPR LIVE, DEAN",0fHNzUwktfY7hesctlQ5JG,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0siBQaURCli5wn2lqv8WZg'}, 'href': 'https://api.spotify.com/v1/artists/0siBQaURCli5wn2lqv8WZg', 'id': '0siBQaURCli5wn2lqv8WZg', 'name': 'DPR LIVE', 'type': 'artist', 'uri': 'spotify:artist:0siBQaURCli5wn2lqv8WZg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3eCd0TZrBPm2n9cDG6yWfF'}, 'href': 'https://api.spotify.com/v1/artists/3eCd0TZrBPm2n9cDG6yWfF', 'id': '3eCd0TZrBPm2n9cDG6yWfF', 'name': 'DEAN', 'type': 'artist', 'uri': 'spotify:artist:3eCd0TZrBPm2n9cDG6yWfF'}]",0siBQaURCli5wn2lqv8WZg,"0siBQaURCli5wn2lqv8WZg, 3eCd0TZrBPm2n9cDG6yWfF",[' DEAN'],[' 3eCd0TZrBPm2n9cDG6yWfF'], DEAN, 3eCd0TZrBPm2n9cDG6yWfF,,,,,,,,,,,,,,,,,,,,,,,,
6731,愛をちょうだい,愛をちょうだい,AOA,"AOA, Takanori Nishikawa T.M.Revolution",2TvL6anT3bzqJlHnU7qk83,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/54gWVQFHf8IIqbjxAoOarN'}, 'href': 'https://api.spotify.com/v1/artists/54gWVQFHf8IIqbjxAoOarN', 'id': '54gWVQFHf8IIqbjxAoOarN', 'name': 'AOA', 'type': 'artist', 'uri': 'spotify:artist:54gWVQFHf8IIqbjxAoOarN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0pPQ5V1o6LrB7wdt9yzUkM'}, 'href': 'https://api.spotify.com/v1/artists/0pPQ5V1o6LrB7wdt9yzUkM', 'id': '0pPQ5V1o6LrB7wdt9yzUkM', 'name': 'Takanori Nishikawa T.M.Revolution', 'type': 'artist', 'uri': 'spotify:artist:0pPQ5V1o6LrB7wdt9yzUkM'}]",54gWVQFHf8IIqbjxAoOarN,"54gWVQFHf8IIqbjxAoOarN, 0pPQ5V1o6LrB7wdt9yzUkM",[' Takanori Nishikawa T.M.Revolution'],[' 0pPQ5V1o6LrB7wdt9yzUkM'], Takanori Nishikawa T.M.Revolution, 0pPQ5V1o6LrB7wdt9yzUkM,,,,,,,,,,,,,,,,,,,,,,,,
6801,Better - Chinese Version,Better - C,BoA,"BoA, 劉雨昕",76awIqUsD2HwzQzPnMAEZ0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3lxD7OESQHk5ESvrad8IGg'}, 'href': 'https://api.spotify.com/v1/artists/3lxD7OESQHk5ESvrad8IGg', 'id': '3lxD7OESQHk5ESvrad8IGg', 'name': '劉雨昕', 'type': 'artist', 'uri': 'spotify:artist:3lxD7OESQHk5ESvrad8IGg'}]",4muJrGMndyYWqZtfk8OWy4,"4muJrGMndyYWqZtfk8OWy4, 3lxD7OESQHk5ESvrad8IGg",[' 劉雨昕'],[' 3lxD7OESQHk5ESvrad8IGg'], 劉雨昕, 3lxD7OESQHk5ESvrad8IGg,,,,,,,,,,,,,,,,,,,,,,,,
6834,Starry Night,Starry Nig,BoA,"BoA, Crush",1CyH9zoX9abqsa3xPrVUsn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4'}, 'href': 'https://api.spotify.com/v1/artists/4muJrGMndyYWqZtfk8OWy4', 'id': '4muJrGMndyYWqZtfk8OWy4', 'name': 'BoA', 'type': 'artist', 'uri': 'spotify:artist:4muJrGMndyYWqZtfk8OWy4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g'}, 'href': 'https://api.spotify.com/v1/artists/6aLdhHUqgdKE86xbtNmY8g', 'id': '6aLdhHUqgdKE86xbtNmY8g', 'name': 'Crush', 'type': 'artist', 'uri': 'spotify:artist:6aLdhHUqgdKE86xbtNmY8g'}]",4muJrGMndyYWqZtfk8OWy4,"4muJrGMndyYWqZtfk8OWy4, 6aLdhHUqgdKE86xbtNmY8g",[' Crush'],[' 6aLdhHUqgdKE86xbtNmY8g'], Crush, 6aLdhHUqgdKE86xbtNmY8g,,,,,,,,,,,,,,,,,,,,,,,,
