,song_name,song_name_10,kpop_artist_name,all_artists,song_id,song_api_info,artist_id,all_artists_id,all_artists_list,all_artists_id_list,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,artist_8,artist_id_8,artist_9,artist_id_9,artist_10,artist_id_10,artist_11,artist_id_11,artist_12,artist_id_12,artist_13,artist_id_13
9526,Bye Bye Love,Bye Bye Lo,Beast,"Beast, BTOB",0ZaRf4vUaDc7COxzlm7RE5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Pr9gT0veB2tgcisQeIGoC'}, 'href': 'https://api.spotify.com/v1/artists/1Pr9gT0veB2tgcisQeIGoC', 'id': '1Pr9gT0veB2tgcisQeIGoC', 'name': 'Beast', 'type': 'artist', 'uri': 'spotify:artist:1Pr9gT0veB2tgcisQeIGoC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4pjFNcqv916MlWsAXaHAHe'}, 'href': 'https://api.spotify.com/v1/artists/4pjFNcqv916MlWsAXaHAHe', 'id': '4pjFNcqv916MlWsAXaHAHe', 'name': 'BTOB', 'type': 'artist', 'uri': 'spotify:artist:4pjFNcqv916MlWsAXaHAHe'}]",1Pr9gT0veB2tgcisQeIGoC,"1Pr9gT0veB2tgcisQeIGoC, 4pjFNcqv916MlWsAXaHAHe",[' BTOB'],[' 4pjFNcqv916MlWsAXaHAHe'], BTOB, 4pjFNcqv916MlWsAXaHAHe,,,,,,,,,,,,,,,,,,,,,,,,
9570,When The Door Closes,When The D,Beast,"YOON DU JUN, Son Dong Woon",1hheVHW0WWGFQL9jY58JCG,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0bjyZMw6TzPhXSp2PoKXx7'}, 'href': 'https://api.spotify.com/v1/artists/0bjyZMw6TzPhXSp2PoKXx7', 'id': '0bjyZMw6TzPhXSp2PoKXx7', 'name': 'YOON DU JUN', 'type': 'artist', 'uri': 'spotify:artist:0bjyZMw6TzPhXSp2PoKXx7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5UzpNJd6zHGN9syxBN8fRY'}, 'href': 'https://api.spotify.com/v1/artists/5UzpNJd6zHGN9syxBN8fRY', 'id': '5UzpNJd6zHGN9syxBN8fRY', 'name': 'Son Dong Woon', 'type': 'artist', 'uri': 'spotify:artist:5UzpNJd6zHGN9syxBN8fRY'}]",1Pr9gT0veB2tgcisQeIGoC,"0bjyZMw6TzPhXSp2PoKXx7, 5UzpNJd6zHGN9syxBN8fRY","['YOON DU JUN', ' Son Dong Woon']","['0bjyZMw6TzPhXSp2PoKXx7', ' 5UzpNJd6zHGN9syxBN8fRY']",YOON DU JUN,0bjyZMw6TzPhXSp2PoKXx7, Son Dong Woon, 5UzpNJd6zHGN9syxBN8fRY,,,,,,,,,,,,,,,,,,,,,,
9571,Thanks To,Thanks To,Beast,"Yong Jun Hyung, YANG YO SEOP",16UKX5xq2REJ42GBqPtihp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4drjiBRSqZoTD67xgZCmNo'}, 'href': 'https://api.spotify.com/v1/artists/4drjiBRSqZoTD67xgZCmNo', 'id': '4drjiBRSqZoTD67xgZCmNo', 'name': 'Yong Jun Hyung', 'type': 'artist', 'uri': 'spotify:artist:4drjiBRSqZoTD67xgZCmNo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1fwMtpwCEJovQuyxSuHcAd'}, 'href': 'https://api.spotify.com/v1/artists/1fwMtpwCEJovQuyxSuHcAd', 'id': '1fwMtpwCEJovQuyxSuHcAd', 'name': 'YANG YO SEOP', 'type': 'artist', 'uri': 'spotify:artist:1fwMtpwCEJovQuyxSuHcAd'}]",1Pr9gT0veB2tgcisQeIGoC,"4drjiBRSqZoTD67xgZCmNo, 1fwMtpwCEJovQuyxSuHcAd","['Yong Jun Hyung', ' YANG YO SEOP']","['4drjiBRSqZoTD67xgZCmNo', ' 1fwMtpwCEJovQuyxSuHcAd']",Yong Jun Hyung,4drjiBRSqZoTD67xgZCmNo, YANG YO SEOP, 1fwMtpwCEJovQuyxSuHcAd,,,,,,,,,,,,,,,,,,,,,,
9572,Let It Snow,Let It Sno,Beast,"ABLE, LEE GI KWANG",3ESq6SCEfTWaeaKy5c7ir7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Y669kGV5Gru5RaumXTxtV'}, 'href': 'https://api.spotify.com/v1/artists/0Y669kGV5Gru5RaumXTxtV', 'id': '0Y669kGV5Gru5RaumXTxtV', 'name': 'ABLE', 'type': 'artist', 'uri': 'spotify:artist:0Y669kGV5Gru5RaumXTxtV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3CC7p9QM4VjO62rmcaRP3z'}, 'href': 'https://api.spotify.com/v1/artists/3CC7p9QM4VjO62rmcaRP3z', 'id': '3CC7p9QM4VjO62rmcaRP3z', 'name': 'LEE GI KWANG', 'type': 'artist', 'uri': 'spotify:artist:3CC7p9QM4VjO62rmcaRP3z'}]",1Pr9gT0veB2tgcisQeIGoC,"0Y669kGV5Gru5RaumXTxtV, 3CC7p9QM4VjO62rmcaRP3z","['ABLE', ' LEE GI KWANG']","['0Y669kGV5Gru5RaumXTxtV', ' 3CC7p9QM4VjO62rmcaRP3z']",ABLE,0Y669kGV5Gru5RaumXTxtV, LEE GI KWANG, 3CC7p9QM4VjO62rmcaRP3z,,,,,,,,,,,,,,,,,,,,,,
9636,하면은 안돼 (feat. 지선) - 정민 Solo,하면은 안돼 (fe,SS501,"SS501, Jisun",0ghWWywRavzWGUBhnUvxNV,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6rmMpoeu2SIV4OLURCOn2e'}, 'href': 'https://api.spotify.com/v1/artists/6rmMpoeu2SIV4OLURCOn2e', 'id': '6rmMpoeu2SIV4OLURCOn2e', 'name': 'SS501', 'type': 'artist', 'uri': 'spotify:artist:6rmMpoeu2SIV4OLURCOn2e'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1FY6b8FV3KmqbQnY07T1f0'}, 'href': 'https://api.spotify.com/v1/artists/1FY6b8FV3KmqbQnY07T1f0', 'id': '1FY6b8FV3KmqbQnY07T1f0', 'name': 'Jisun', 'type': 'artist', 'uri': 'spotify:artist:1FY6b8FV3KmqbQnY07T1f0'}]",6rmMpoeu2SIV4OLURCOn2e,"6rmMpoeu2SIV4OLURCOn2e, 1FY6b8FV3KmqbQnY07T1f0",[' Jisun'],[' 1FY6b8FV3KmqbQnY07T1f0'], Jisun, 1FY6b8FV3KmqbQnY07T1f0,,,,,,,,,,,,,,,,,,,,,,,,
9637,Hey G (feat. Mellow) - 형준 Solo,Hey G (fea,SS501,"SS501, Mellow",3T5aRnqOczQdy7bKOVTNGO,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6rmMpoeu2SIV4OLURCOn2e'}, 'href': 'https://api.spotify.com/v1/artists/6rmMpoeu2SIV4OLURCOn2e', 'id': '6rmMpoeu2SIV4OLURCOn2e', 'name': 'SS501', 'type': 'artist', 'uri': 'spotify:artist:6rmMpoeu2SIV4OLURCOn2e'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0UxCpjmjcmJUWcRGmd8BZk'}, 'href': 'https://api.spotify.com/v1/artists/0UxCpjmjcmJUWcRGmd8BZk', 'id': '0UxCpjmjcmJUWcRGmd8BZk', 'name': 'Mellow', 'type': 'artist', 'uri': 'spotify:artist:0UxCpjmjcmJUWcRGmd8BZk'}]",6rmMpoeu2SIV4OLURCOn2e,"6rmMpoeu2SIV4OLURCOn2e, 0UxCpjmjcmJUWcRGmd8BZk",[' Mellow'],[' 0UxCpjmjcmJUWcRGmd8BZk'], Mellow, 0UxCpjmjcmJUWcRGmd8BZk,,,,,,,,,,,,,,,,,,,,,,,,
9924,Business,Business,SE7EN,"SE7EN, Q'Glizzy",0JFJoxdD9GRTlkEVMEM4Ik,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/14yLuCwlBqteUdBqx9soJV'}, 'href': 'https://api.spotify.com/v1/artists/14yLuCwlBqteUdBqx9soJV', 'id': '14yLuCwlBqteUdBqx9soJV', 'name': 'SE7EN', 'type': 'artist', 'uri': 'spotify:artist:14yLuCwlBqteUdBqx9soJV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4Xse32nqeF4fEIruan7K9P'}, 'href': 'https://api.spotify.com/v1/artists/4Xse32nqeF4fEIruan7K9P', 'id': '4Xse32nqeF4fEIruan7K9P', 'name': ""Q'Glizzy"", 'type': 'artist', 'uri': 'spotify:artist:4Xse32nqeF4fEIruan7K9P'}]",14yLuCwlBqteUdBqx9soJV,"14yLuCwlBqteUdBqx9soJV, 4Xse32nqeF4fEIruan7K9P","["" Q'Glizzy""]",[' 4Xse32nqeF4fEIruan7K9P'], Q'Glizzy, 4Xse32nqeF4fEIruan7K9P,,,,,,,,,,,,,,,,,,,,,,,,
9932,Вайб,Вайб,SE7EN,"Mid Darth, SE7EN",5UX5afknYqHJzImV6QvRtM,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1BTWuxfuMUSRMzVQ6qTtWF'}, 'href': 'https://api.spotify.com/v1/artists/1BTWuxfuMUSRMzVQ6qTtWF', 'id': '1BTWuxfuMUSRMzVQ6qTtWF', 'name': 'Mid Darth', 'type': 'artist', 'uri': 'spotify:artist:1BTWuxfuMUSRMzVQ6qTtWF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/14yLuCwlBqteUdBqx9soJV'}, 'href': 'https://api.spotify.com/v1/artists/14yLuCwlBqteUdBqx9soJV', 'id': '14yLuCwlBqteUdBqx9soJV', 'name': 'SE7EN', 'type': 'artist', 'uri': 'spotify:artist:14yLuCwlBqteUdBqx9soJV'}]",14yLuCwlBqteUdBqx9soJV,"1BTWuxfuMUSRMzVQ6qTtWF, 14yLuCwlBqteUdBqx9soJV","['Mid Darth', ' SE7EN']","['1BTWuxfuMUSRMzVQ6qTtWF', ' 14yLuCwlBqteUdBqx9soJV']",Mid Darth,1BTWuxfuMUSRMzVQ6qTtWF, SE7EN, 14yLuCwlBqteUdBqx9soJV,,,,,,,,,,,,,,,,,,,,,,
9937,GOOD NIGHT (feat.REDDY),GOOD NIGHT,SE7EN,"SE7EN, REDDY",4uwNijtRjJtSXh4gtKWybp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/14yLuCwlBqteUdBqx9soJV'}, 'href': 'https://api.spotify.com/v1/artists/14yLuCwlBqteUdBqx9soJV', 'id': '14yLuCwlBqteUdBqx9soJV', 'name': 'SE7EN', 'type': 'artist', 'uri': 'spotify:artist:14yLuCwlBqteUdBqx9soJV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/69H1Ooj2eBJXLTk3IEBV0v'}, 'href': 'https://api.spotify.com/v1/artists/69H1Ooj2eBJXLTk3IEBV0v', 'id': '69H1Ooj2eBJXLTk3IEBV0v', 'name': 'REDDY', 'type': 'artist', 'uri': 'spotify:artist:69H1Ooj2eBJXLTk3IEBV0v'}]",14yLuCwlBqteUdBqx9soJV,"14yLuCwlBqteUdBqx9soJV, 69H1Ooj2eBJXLTk3IEBV0v",[' REDDY'],[' 69H1Ooj2eBJXLTk3IEBV0v'], REDDY, 69H1Ooj2eBJXLTk3IEBV0v,,,,,,,,,,,,,,,,,,,,,,,,
9940,11:30 (feat.MASTA WU),11:30 (fea,SE7EN,"SE7EN, Masta Wu",1rsr9McAEPxq04xuYp6S8x,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/14yLuCwlBqteUdBqx9soJV'}, 'href': 'https://api.spotify.com/v1/artists/14yLuCwlBqteUdBqx9soJV', 'id': '14yLuCwlBqteUdBqx9soJV', 'name': 'SE7EN', 'type': 'artist', 'uri': 'spotify:artist:14yLuCwlBqteUdBqx9soJV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2khkWoTMvYG7wLHg6iicIz'}, 'href': 'https://api.spotify.com/v1/artists/2khkWoTMvYG7wLHg6iicIz', 'id': '2khkWoTMvYG7wLHg6iicIz', 'name': 'Masta Wu', 'type': 'artist', 'uri': 'spotify:artist:2khkWoTMvYG7wLHg6iicIz'}]",14yLuCwlBqteUdBqx9soJV,"14yLuCwlBqteUdBqx9soJV, 2khkWoTMvYG7wLHg6iicIz",[' Masta Wu'],[' 2khkWoTMvYG7wLHg6iicIz'], Masta Wu, 2khkWoTMvYG7wLHg6iicIz,,,,,,,,,,,,,,,,,,,,,,,,
9948,Die Schatten Werden Laenger,Die Schatt,SE7EN,"SE7EN, Kim Seong Dae",1T3ECdJ0NcCCNyn3XmRJFe,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/14yLuCwlBqteUdBqx9soJV'}, 'href': 'https://api.spotify.com/v1/artists/14yLuCwlBqteUdBqx9soJV', 'id': '14yLuCwlBqteUdBqx9soJV', 'name': 'SE7EN', 'type': 'artist', 'uri': 'spotify:artist:14yLuCwlBqteUdBqx9soJV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4H00h50rGk6Hk6MwuYPjsK'}, 'href': 'https://api.spotify.com/v1/artists/4H00h50rGk6Hk6MwuYPjsK', 'id': '4H00h50rGk6Hk6MwuYPjsK', 'name': 'Kim Seong Dae', 'type': 'artist', 'uri': 'spotify:artist:4H00h50rGk6Hk6MwuYPjsK'}]",14yLuCwlBqteUdBqx9soJV,"14yLuCwlBqteUdBqx9soJV, 4H00h50rGk6Hk6MwuYPjsK",[' Kim Seong Dae'],[' 4H00h50rGk6Hk6MwuYPjsK'], Kim Seong Dae, 4H00h50rGk6Hk6MwuYPjsK,,,,,,,,,,,,,,,,,,,,,,,,
9969,Digital Bounce,Digital Bo,SE7EN,"SE7EN, T.O.P.",5ARgnfrLwITHFFKkLYisdc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/14yLuCwlBqteUdBqx9soJV'}, 'href': 'https://api.spotify.com/v1/artists/14yLuCwlBqteUdBqx9soJV', 'id': '14yLuCwlBqteUdBqx9soJV', 'name': 'SE7EN', 'type': 'artist', 'uri': 'spotify:artist:14yLuCwlBqteUdBqx9soJV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4yiB30K5scGkjmAgHGIH8Y'}, 'href': 'https://api.spotify.com/v1/artists/4yiB30K5scGkjmAgHGIH8Y', 'id': '4yiB30K5scGkjmAgHGIH8Y', 'name': 'T.O.P.', 'type': 'artist', 'uri': 'spotify:artist:4yiB30K5scGkjmAgHGIH8Y'}]",14yLuCwlBqteUdBqx9soJV,"14yLuCwlBqteUdBqx9soJV, 4yiB30K5scGkjmAgHGIH8Y",[' T.O.P.'],[' 4yiB30K5scGkjmAgHGIH8Y'], T.O.P., 4yiB30K5scGkjmAgHGIH8Y,,,,,,,,,,,,,,,,,,,,,,,,
9975,Girls (Feat. Lil Kim),Girls (Fea,SE7EN,"SE7EN, Lil' Kim",5l1k1drpOh9HgedUiSWLgN,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/14yLuCwlBqteUdBqx9soJV'}, 'href': 'https://api.spotify.com/v1/artists/14yLuCwlBqteUdBqx9soJV', 'id': '14yLuCwlBqteUdBqx9soJV', 'name': 'SE7EN', 'type': 'artist', 'uri': 'spotify:artist:14yLuCwlBqteUdBqx9soJV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5tth2a3v0sWwV1C7bApBdX'}, 'href': 'https://api.spotify.com/v1/artists/5tth2a3v0sWwV1C7bApBdX', 'id': '5tth2a3v0sWwV1C7bApBdX', 'name': ""Lil' Kim"", 'type': 'artist', 'uri': 'spotify:artist:5tth2a3v0sWwV1C7bApBdX'}]",14yLuCwlBqteUdBqx9soJV,"14yLuCwlBqteUdBqx9soJV, 5tth2a3v0sWwV1C7bApBdX","["" Lil' Kim""]",[' 5tth2a3v0sWwV1C7bApBdX'], Lil' Kim, 5tth2a3v0sWwV1C7bApBdX,,,,,,,,,,,,,,,,,,,,,,,,
9977,Girls - Feat. Lil Kim,Girls - Fe,SE7EN,"SE7EN, Lil' Kim",0JURkyRmqvTlSST86vREPn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/14yLuCwlBqteUdBqx9soJV'}, 'href': 'https://api.spotify.com/v1/artists/14yLuCwlBqteUdBqx9soJV', 'id': '14yLuCwlBqteUdBqx9soJV', 'name': 'SE7EN', 'type': 'artist', 'uri': 'spotify:artist:14yLuCwlBqteUdBqx9soJV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5tth2a3v0sWwV1C7bApBdX'}, 'href': 'https://api.spotify.com/v1/artists/5tth2a3v0sWwV1C7bApBdX', 'id': '5tth2a3v0sWwV1C7bApBdX', 'name': ""Lil' Kim"", 'type': 'artist', 'uri': 'spotify:artist:5tth2a3v0sWwV1C7bApBdX'}]",14yLuCwlBqteUdBqx9soJV,"14yLuCwlBqteUdBqx9soJV, 5tth2a3v0sWwV1C7bApBdX","["" Lil' Kim""]",[' 5tth2a3v0sWwV1C7bApBdX'], Lil' Kim, 5tth2a3v0sWwV1C7bApBdX,,,,,,,,,,,,,,,,,,,,,,,,
9984,OH YEAH - JPN Ver.,OH YEAH - ,GD&TOP,"GD&TOP, BOM",6dF3B2BzHoPAlY68NqMUZZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3e3oLJehq4vQl2H0FAJnvn'}, 'href': 'https://api.spotify.com/v1/artists/3e3oLJehq4vQl2H0FAJnvn', 'id': '3e3oLJehq4vQl2H0FAJnvn', 'name': 'GD&TOP', 'type': 'artist', 'uri': 'spotify:artist:3e3oLJehq4vQl2H0FAJnvn'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6R832bzzF3r6K5AsVsOwnF'}, 'href': 'https://api.spotify.com/v1/artists/6R832bzzF3r6K5AsVsOwnF', 'id': '6R832bzzF3r6K5AsVsOwnF', 'name': 'BOM', 'type': 'artist', 'uri': 'spotify:artist:6R832bzzF3r6K5AsVsOwnF'}]",3e3oLJehq4vQl2H0FAJnvn,"3e3oLJehq4vQl2H0FAJnvn, 6R832bzzF3r6K5AsVsOwnF",[' BOM'],[' 6R832bzzF3r6K5AsVsOwnF'], BOM, 6R832bzzF3r6K5AsVsOwnF,,,,,,,,,,,,,,,,,,,,,,,,
9990,Dancing On My Own,Dancing On,GD&TOP,"Pixie Lott, Gd, T.O.P, GD&TOP",0rY4ObsXmChwMv2PSPmnnT,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3EBRANWwnViQuBrImN61Z1'}, 'href': 'https://api.spotify.com/v1/artists/3EBRANWwnViQuBrImN61Z1', 'id': '3EBRANWwnViQuBrImN61Z1', 'name': 'Pixie Lott', 'type': 'artist', 'uri': 'spotify:artist:3EBRANWwnViQuBrImN61Z1'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5Kz0D3cSiukDkDEnUNGmDl'}, 'href': 'https://api.spotify.com/v1/artists/5Kz0D3cSiukDkDEnUNGmDl', 'id': '5Kz0D3cSiukDkDEnUNGmDl', 'name': 'Gd', 'type': 'artist', 'uri': 'spotify:artist:5Kz0D3cSiukDkDEnUNGmDl'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1zL2FNzZEsXy5tzEhaQCFP'}, 'href': 'https://api.spotify.com/v1/artists/1zL2FNzZEsXy5tzEhaQCFP', 'id': '1zL2FNzZEsXy5tzEhaQCFP', 'name': 'T.O.P', 'type': 'artist', 'uri': 'spotify:artist:1zL2FNzZEsXy5tzEhaQCFP'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3e3oLJehq4vQl2H0FAJnvn'}, 'href': 'https://api.spotify.com/v1/artists/3e3oLJehq4vQl2H0FAJnvn', 'id': '3e3oLJehq4vQl2H0FAJnvn', 'name': 'GD&TOP', 'type': 'artist', 'uri': 'spotify:artist:3e3oLJehq4vQl2H0FAJnvn'}]",3e3oLJehq4vQl2H0FAJnvn,"3EBRANWwnViQuBrImN61Z1, 5Kz0D3cSiukDkDEnUNGmDl, 1zL2FNzZEsXy5tzEhaQCFP, 3e3oLJehq4vQl2H0FAJnvn","['Pixie Lott', ' Gd', ' T.O.P', ' GD&TOP']","['3EBRANWwnViQuBrImN61Z1', ' 5Kz0D3cSiukDkDEnUNGmDl', ' 1zL2FNzZEsXy5tzEhaQCFP', ' 3e3oLJehq4vQl2H0FAJnvn']",Pixie Lott,3EBRANWwnViQuBrImN61Z1, Gd, 5Kz0D3cSiukDkDEnUNGmDl, T.O.P, 1zL2FNzZEsXy5tzEhaQCFP, GD&TOP, 3e3oLJehq4vQl2H0FAJnvn,,,,,,,,,,,,,,,,,,
9998,Summer party (feat. David Kim) - intro,Summer par,Girl's Day,"Girl's Day, David Kim",7yVyQ98UDtgFjf3Thv6vb2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/13kJgvU22LHMsJtGWLmx7W'}, 'href': 'https://api.spotify.com/v1/artists/13kJgvU22LHMsJtGWLmx7W', 'id': '13kJgvU22LHMsJtGWLmx7W', 'name': ""Girl's Day"", 'type': 'artist', 'uri': 'spotify:artist:13kJgvU22LHMsJtGWLmx7W'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6fqoFU6NahjZYW1m5HBub1'}, 'href': 'https://api.spotify.com/v1/artists/6fqoFU6NahjZYW1m5HBub1', 'id': '6fqoFU6NahjZYW1m5HBub1', 'name': 'David Kim', 'type': 'artist', 'uri': 'spotify:artist:6fqoFU6NahjZYW1m5HBub1'}]",13kJgvU22LHMsJtGWLmx7W,"13kJgvU22LHMsJtGWLmx7W, 6fqoFU6NahjZYW1m5HBub1",[' David Kim'],[' 6fqoFU6NahjZYW1m5HBub1'], David Kim, 6fqoFU6NahjZYW1m5HBub1,,,,,,,,,,,,,,,,,,,,,,,,
10055,We,We,G.NA,"G.NA, Tae Woo Kim",0mVUYEU3goWuo6rYcKI56I,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3hzcooxMtbApMTvvn6XKVA'}, 'href': 'https://api.spotify.com/v1/artists/3hzcooxMtbApMTvvn6XKVA', 'id': '3hzcooxMtbApMTvvn6XKVA', 'name': 'G.NA', 'type': 'artist', 'uri': 'spotify:artist:3hzcooxMtbApMTvvn6XKVA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1b5dXQjWYLpMLY5VXElc8P'}, 'href': 'https://api.spotify.com/v1/artists/1b5dXQjWYLpMLY5VXElc8P', 'id': '1b5dXQjWYLpMLY5VXElc8P', 'name': 'Tae Woo Kim', 'type': 'artist', 'uri': 'spotify:artist:1b5dXQjWYLpMLY5VXElc8P'}]",3hzcooxMtbApMTvvn6XKVA,"3hzcooxMtbApMTvvn6XKVA, 1b5dXQjWYLpMLY5VXElc8P",[' Tae Woo Kim'],[' 1b5dXQjWYLpMLY5VXElc8P'], Tae Woo Kim, 1b5dXQjWYLpMLY5VXElc8P,,,,,,,,,,,,,,,,,,,,,,,,
10056,We (Feat. Tae Woo Kim),We (Feat. ,G.NA,"G.NA, Kim Tae Woo",50x8q5IT2wK8eY1i5xfyB3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3hzcooxMtbApMTvvn6XKVA'}, 'href': 'https://api.spotify.com/v1/artists/3hzcooxMtbApMTvvn6XKVA', 'id': '3hzcooxMtbApMTvvn6XKVA', 'name': 'G.NA', 'type': 'artist', 'uri': 'spotify:artist:3hzcooxMtbApMTvvn6XKVA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5OFQZvle7HH55LvauNmUIi'}, 'href': 'https://api.spotify.com/v1/artists/5OFQZvle7HH55LvauNmUIi', 'id': '5OFQZvle7HH55LvauNmUIi', 'name': 'Kim Tae Woo', 'type': 'artist', 'uri': 'spotify:artist:5OFQZvle7HH55LvauNmUIi'}]",3hzcooxMtbApMTvvn6XKVA,"3hzcooxMtbApMTvvn6XKVA, 5OFQZvle7HH55LvauNmUIi",[' Kim Tae Woo'],[' 5OFQZvle7HH55LvauNmUIi'], Kim Tae Woo, 5OFQZvle7HH55LvauNmUIi,,,,,,,,,,,,,,,,,,,,,,,,
10059,Smile Again,Smile Agai,G.NA,"Trouble Maker, G.NA, RYU HYUNJIN",0IXLffVZ0IJOxA6haW2VOB,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0ztjVBmFk6OuHq6XBBwMI9'}, 'href': 'https://api.spotify.com/v1/artists/0ztjVBmFk6OuHq6XBBwMI9', 'id': '0ztjVBmFk6OuHq6XBBwMI9', 'name': 'Trouble Maker', 'type': 'artist', 'uri': 'spotify:artist:0ztjVBmFk6OuHq6XBBwMI9'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3hzcooxMtbApMTvvn6XKVA'}, 'href': 'https://api.spotify.com/v1/artists/3hzcooxMtbApMTvvn6XKVA', 'id': '3hzcooxMtbApMTvvn6XKVA', 'name': 'G.NA', 'type': 'artist', 'uri': 'spotify:artist:3hzcooxMtbApMTvvn6XKVA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1q05ZqOVRRBnsbhAB1FDdL'}, 'href': 'https://api.spotify.com/v1/artists/1q05ZqOVRRBnsbhAB1FDdL', 'id': '1q05ZqOVRRBnsbhAB1FDdL', 'name': 'RYU HYUNJIN', 'type': 'artist', 'uri': 'spotify:artist:1q05ZqOVRRBnsbhAB1FDdL'}]",3hzcooxMtbApMTvvn6XKVA,"0ztjVBmFk6OuHq6XBBwMI9, 3hzcooxMtbApMTvvn6XKVA, 1q05ZqOVRRBnsbhAB1FDdL","['Trouble Maker', ' G.NA', ' RYU HYUNJIN']","['0ztjVBmFk6OuHq6XBBwMI9', ' 3hzcooxMtbApMTvvn6XKVA', ' 1q05ZqOVRRBnsbhAB1FDdL']",Trouble Maker,0ztjVBmFk6OuHq6XBBwMI9, G.NA, 3hzcooxMtbApMTvvn6XKVA, RYU HYUNJIN, 1q05ZqOVRRBnsbhAB1FDdL,,,,,,,,,,,,,,,,,,,,
10063,Oops!,Oops!,G.NA,"G.NA, Il Hoon Jung",595Cd4qyAlE2Aavso2Hab5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3hzcooxMtbApMTvvn6XKVA'}, 'href': 'https://api.spotify.com/v1/artists/3hzcooxMtbApMTvvn6XKVA', 'id': '3hzcooxMtbApMTvvn6XKVA', 'name': 'G.NA', 'type': 'artist', 'uri': 'spotify:artist:3hzcooxMtbApMTvvn6XKVA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/38msH2cFK8ui3GvbWqumqk'}, 'href': 'https://api.spotify.com/v1/artists/38msH2cFK8ui3GvbWqumqk', 'id': '38msH2cFK8ui3GvbWqumqk', 'name': 'Il Hoon Jung', 'type': 'artist', 'uri': 'spotify:artist:38msH2cFK8ui3GvbWqumqk'}]",3hzcooxMtbApMTvvn6XKVA,"3hzcooxMtbApMTvvn6XKVA, 38msH2cFK8ui3GvbWqumqk",[' Il Hoon Jung'],[' 38msH2cFK8ui3GvbWqumqk'], Il Hoon Jung, 38msH2cFK8ui3GvbWqumqk,,,,,,,,,,,,,,,,,,,,,,,,
