,name,id,top_kpop,genre,followers,name_lower
1407,AKMU,6OwKE9Ez6ALxpTaKcT5ayv,1,['k-pop'],1297305,akmu
1408, Lee Sun Hee,4ZQVfuvon3XnGYkjTSey1O,0,"['classic korean pop', 'korean pop']",44700,lee sun hee
1416, CHOI JUNG HOON of JANNABI,5Fa7oN67rqbrgxbRVux7F4,0,[],1682,choi jung hoon of jannabi
1420, Sam Kim,4BBN286rBKyCWsSPq2cxYO,0,"['k-pop', 'korean r&b']",424221,sam kim
1422,Yang Hee Eun,0BD74hBusWzcPz44wFskYb,0,"['classic korean pop', 'korean singer-songwriter']",10962,yang hee eun
1425, Jooyoung,1vct46rBqLNRbE9wCibXUH,0,['korean r&b'],211243,jooyoung
1429, KIM DONG HAN,1iGenyJQdF1y4bV4GAvNmW,0,['k-pop'],114971,kim dong han
1431, IN SEONG,0JxQHl0AkdY6GI3C5gtFeo,0,[],1174,in seong
1433, XIA,0ZHbYuRbvC4tWW0iOdybwi,0,['korean pop'],83185,xia
1435, TAEIL,2Xd4Jvq6x4z1K1Z4dKpWcI,0,[],5473,taeil
1437, DASOM,6xxFNpc17jiiVZzOCgdLyv,0,[],1482,dasom
1439, Mad Clown,0dX6tgZKWpamoFHFuXFhwd,0,"['k-pop', 'k-rap', 'korean pop']",119695,mad clown
1442,$ÜN,1pKLKBc699vwGpEWRii5eb,0,[],8481,$ün
1443, Moon Kim,3tMdam5THEApdjXRDH9g5N,0,[],2016,moon kim
1446, Xydo,0vcbn6MqAvgM8Gh6wh8d6X,0,['korean r&b'],38107,xydo
1455, Kisum,1CArfopvfCxakFJHup55FW,0,['korean pop'],78667,kisum
1463, JOOHONEY,4rpOWirhzqN7NPgRX76l1k,0,['k-pop'],267060,joohoney
1465,Yang Da Il,5DnjOSzLCfn4hDbLECq8pt,0,['korean pop'],137657,yang da il
1472, Geegooin,6i47wcSLvsZ9M01UO7zsua,0,"['k-rap', 'korean trap']",2226,geegooin
1474,San E,61MMiylth1injW39oZBuYB,0,"['k-pop', 'k-rap']",85905,san e
1479, Iron,42dy8y24lMURTr4RjATpYS,0,[],2815,iron
1480,Block B,4RnezwRV7VBJUCI1S0AE5u,1,"['k-pop', 'k-pop boy group', 'korean r&b']",998108,block b
1483, Keita,4Sp0k5cY12SKnOGUghMljj,0,[],164,keita
1485, KEN THE 390,1tcHKxlx0TZ6MkHGO4QYv3,0,[],41316,ken the 390
1487, Naoko Tanaka,2CfxaAgevavjDFRRghjSVt,0,[],175,naoko tanaka
1489,B-BOMB,7KC0o9xFJZXim13nVLNH4c,0,[],844,b-bomb
1490, U-KWON,1dpFCgmBpElH7pcsfSfXqG,0,[],24065,u-kwon
1492, Jo Hyun Ah,7aVeZFWXIC3g4b0Tn68ZtI,0,[],5342,jo hyun ah
1496, RAVI,42xj5mBLvrFdW6tYns6mxs,0,"['k-pop', 'k-rap']",224363,ravi
1497, NewKidd,1ASod2UqIYzO1NGvj1zTgW,0,['k-pop boy group'],39408,newkidd
1498, Aizat Amdan,2sS4H2xFvWaxaixeVZC4Vu,0,['malaysian pop'],122134,aizat amdan
1499, Chillies,2xvW7dgL1640K8exTcRMS4,0,"['indie viet', 'v-pop']",817810,chillies
1500, PAM ANSHISA,5Y84b3jX9aGpTr4F1CMNnP,0,[],4129,pam anshisa
1501, Quest,4N7VMCvYd9Reh5bJLnRVzY,0,['pinoy rock'],35789,quest
1502, Rahmania Astrini,0e5blBgpur3Y18wS1bzXQC,0,"['indonesian pop', 'indonesian r&b', 'indonesian singer-songwriter']",177496,rahmania astrini
1507, Jung Seung Hwan,7l8rOFwZFQ3G0sgZ7gjGng,0,['korean pop'],231042,jung seung hwan
1516, TAK Of BAECHIGI,42twmGoaap5jDxznYNoxjE,0,[],0,tak of baechigi
1518, Truedy,38G7epclTfu3wgkiVVLjCV,0,[],5286,truedy
1523, Dynamicduo,4nvFFLtv7ZqoTr83387uK4,0,"['k-rap', 'korean r&b']",152234,dynamicduo
1528, 2LSON,2AMTVJeuaSJHOatQS448YY,0,['korean pop'],2134,2lson
1530, Yiruma,0fauHpmSHwodVYIjTqOGHz,0,"['korean instrumental', 'neo-classical', 'new age piano']",1030635,yiruma
1536, Simon D,4FWUEoOMXHOsbnMED8UqgV,0,['korean old school hip hop'],3453,simon d
1537,SISTAR,2wTLheTmMcFCA4hdY8hZJP,1,"['k-pop', 'k-pop girl group']",978022,sistar
1538, Giorgio Moroder,6jU2Tt13MmXYk0ZBv1KmfO,0,['disco'],223313,giorgio moroder
1548, BOYFRIEND,2Pw8E6zZoeuksVWtyZPnzd,0,"['k-pop', 'k-pop boy group']",324734,boyfriend
1554, Brave sound,1uEmHEZ4LdKTArYrXk09bP,0,[],0,brave sound
1556, B2K,51d3rUlLuMh7EW09aMe7yj,0,"['boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",771759,b2k
1557,Epik High,5snNHNlYT2UrtZo5HCJkiw,1,"['k-pop', 'k-rap', 'korean old school hip hop']",696250,epik high
1564, JUSTHIS,0Ch0t9gI47Lkal71uQnmV3,0,['k-rap'],121300,justhis
1568,End of the World,0b59cVa1STVENq3i7wkcHV,0,[],52195,end of the world
1570, Digital Farm Animals,5fyDppLDl1juIu1BcUT5zh,0,['uk dance'],67497,digital farm animals
1578,Apink,2uWcrwgWmZcQc3IPBs3tfU,1,"['k-pop', 'k-pop girl group']",1193361,apink
1579,Huh Gak,49vOeJAPxAz6YmVZPNM7ys,0,['korean pop'],87414,huh gak
1581, VICTON,0ziR2zN0NFcB4x1G3P8cW3,0,"['k-pop', 'k-pop boy group']",886212,victon
1582,CLC,6QyO41KctzGc70mVaVnXQO,1,"['k-pop', 'k-pop girl group', 'korean city pop']",1232715,clc
1583, Yeeun,4hMhbcPHd2nsZFhY1TNp8Y,0,[],13842,yeeun
1584, SEUNGYEON,2Uv2OMwSDN0lfqnpqBx1UD,0,[],192,seungyeon
1585, OH SEUNGHEE,4oIE2ZAuPXuOyHNPwjc2Ku,0,[],442,oh seunghee
1592,E SENS,6a8cUmqOsXmjzq1aWKiVpH,0,['k-rap'],26955,e sens
1604, Lee Moon Sae,2eVlgLy3Aym09gM3dqx6cq,0,"['classic korean pop', 'korean pop']",111140,lee moon sae
1608,KUSH,6KifG2XLmMlQTAlPEyy2o4,0,[],288,kush
1618, DPR CLINE,4Z6fYh9ANGOfOSylYE5gZz,0,[],1615,dpr cline
1626, eaJ,0kX41bvrBQtgqSEXbmTzMN,0,['game mood'],135414,eaj
1628, DPR CREAM,7bPplWv4cZ1q26UY2Wmcvw,0,['korean r&b'],91569,dpr cream
1632, Dumbfoundead,7LTShHcq1KdTrWeLvWoYed,0,"['asian american hip hop', 'battle rap', 'k-rap']",130449,dumbfoundead
1633, G2,4ueZwsEtcqcO0IZywqgk66,0,['k-rap'],22007,g2
1634, Keem Hyo-Eun,59KuGY6nfY3w39O0qYVA7p,0,['k-rap'],24091,keem hyo-eun
1637,AOA,54gWVQFHf8IIqbjxAoOarN,1,"['k-pop', 'k-pop girl group']",710318,aoa
1638, Takanori Nishikawa T.M.Revolution,0pPQ5V1o6LrB7wdt9yzUkM,0,[],626,takanori nishikawa t.m.revolution
1639,BoA,4muJrGMndyYWqZtfk8OWy4,1,['k-pop'],798933,boa
1640, 劉雨昕,3lxD7OESQHk5ESvrad8IGg,0,['chinese singer-songwriter'],16959,劉雨昕
1646, Siedah Garrett,7EVlecngyrLHfQUqFMpwkT,0,['freestyle'],8537,siedah garrett
1652, VERBAL,6eyG54lvijivzcKqSjZTtB,0,[],1848,verbal
1654, Sean Garrett,4aWpJudn4ljEWahx6cPEGu,0,['hip pop'],41116,sean garrett
1656, Crystal Kay,3yzQHdj9G34CVZ5rVUDrOM,0,"['j-pop', 'japanese r&b']",299670,crystal kay
1659, Yutaka Furukawa,3Iu2yVQq5dCVmmAaAOQ6S1,0,[],4847,yutaka furukawa
1664,Kumi Koda,2mGYHril2LuZodRtTX06BC,0,['j-pop'],569284,kumi koda
1669, CODE KUNST,4WnO2VmlwdTX77ANsThWLQ,0,"['k-rap', 'korean r&b']",248061,code kunst
1677,TYTAN,5fTJwRSBleAeLkLivVLDZ4,0,[],2432,tytan
1680, george,2pRZp2WxvnWWiSPcSSYkNV,0,['korean city pop'],88924,george
1682, Lee sung kyung,7AqcQSFPIpFD44ZNRm22m4,0,[],1736,lee sung kyung
1691, Svng,1CQSDDqF3X7UBkeOTowhxA,0,[],167,svng
1696,РИНО,2vwVg0iMlMsT2l0EvKGczq,0,[],6,рино
1699, U Sung Eun,15UyjlO0ZuDaSjXUGytDbI,0,['korean pop'],19309,u sung eun
1719, Thur,1LvNe813XqkhzNmZH0UHLO,0,[],15,thur
1723,D.O,4X7RCrqaJpKMoeyeH5NPvj,0,['korean r&b'],2844,d.o
1732, ELO,15KDb2KpZRvX1updtyinK1,0,"['k-rap', 'korean r&b']",30898,elo
1734, Cha Cha Malone,7632p5JJi58r3q9GfhqSyF,0,['seattle hip hop'],8141,cha cha malone
1736,CRUSH,0i9GLyWskCOnpircpYwvg5,0,[],134,crush
1742, C JAMM,2ZT3bnHPOdErwCLdP5aHqR,0,['k-rap'],52138,c jamm
1746, DJ Pumkin,6FzmP3yuDErhGqZ3CP6Fz0,0,[],416,dj pumkin
1748, YUJU,7Bu0r4MCDX3sbhcFD5IXyx,0,['korean ost'],164576,yuju
1754, 박나래,3oBO24qfRYkz2F0IeFg5k4,0,[],12,박나래
1756, HavyT,0n0aXN4cGCEJnKuOhYsYUB,0,[],4,havyt
1764, REDDY,69H1Ooj2eBJXLTk3IEBV0v,0,['k-rap'],43355,reddy
1766,m-flo loves Sik-K & eill & 向井太一,072YnMT5EniZhvDssXL2VB,0,[],864,m-flo loves sik-k & eill & 向井太一
1769, eill,3AiES4wyTOfJvNgqz9baDn,0,"['anime', 'japanese r&b']",116978,eill
1770, Taichi Mukai,2oNStf3CKKLM5lnzELWMcH,0,['japanese r&b'],131217,taichi mukai
1771, kamome sano,0XraR5DqW6Vpp86omsB88K,0,['kawaii future bass'],14009,kamome sano
1778, “Toshihiro”,77E2NPxvVwvJIFCylUOLL1,0,[],3,“toshihiro”
1785, AYUMIC,50ciJ9NoLUai0b65vZfjOK,0,[],10,ayumic
1808, Coogie,0IznZPMUyaPGdqfP4oqBja,0,['k-rap'],168400,coogie
1827, Moon Sujin,36MQil20hjOpG5f52NQ4du,0,['korean r&b'],65422,moon sujin
1829, Herr Nayne,3ymSmqDdFN1kfZyVJ4HWse,0,[],181,herr nayne
1836, Loopy,3l9s67pOK4Stw9yW1wr0Bg,0,['k-rap'],87488,loopy
1840, Ye Ali,0Maq4Nk8ZM6keGZjTCXGIH,0,"['indiana hip hop', 'trap soul']",45979,ye ali
1865, Mac Kidd,3uezMpoFc84nQ6qU2mliqr,0,"['k-rap', 'korean trap', 'korean underground rap']",1158,mac kidd
1873, Supreme Boi,6sBiS0iWcCyMMgiYrEOxbt,0,[],7969,supreme boi
1874, ELLES,5tGfeyiQ8hWOJ1RtsFI6GN,0,[],120,elles
1877, Taylor,7FYjn4nNgjskhNaWoWl8uy,0,[],399,taylor
1879, Donutman,2xH4dYFMVhdOGIhgIWonbc,0,['k-rap'],8632,donutman
1882, Peder Elias,56zJ6PZ3mNPBiBqglW2KxL,0,['norwegian pop'],44990,peder elias
1893, BIG Naughty,7cEaNXXTHx3LokbjUUyHal,0,[],286344,big naughty
1897, dress,72b1XZ6SmDRgHEOB7ypw9z,0,"['k-indie', 'k-rap']",17088,dress
1899,"Car, the garden",7c1HgFDe8ogy5NOZ1ANCJQ,0,"['k-indie', 'korean pop']",137239,"car, the garden"
1901, Relax Beer,04BxwccHO4U2wMwVLvYTLO,0,[],2,relax beer
1906,Sunwoojunga,04L3elxyr0XFua2Ek3domW,0,"['k-indie', 'korean pop']",94884,sunwoojunga
1917, Jo Jung Chi,21fdDnBuLfUeBngh4yAyZJ,0,[],385,jo jung chi
1927,HA:TFELT,3Mrp5B6JdfoiObgY0WR8lF,0,['korean r&b'],110354,ha:tfelt
1928, Kim Bo Hyung,374BqLVt4zpEYsa1Em7X7x,0,['korean pop'],11576,kim bo hyung
1935, Yankie,3EuteIwWAP4mLq0kvLML99,0,['k-rap'],10344,yankie
1936,DAVICHI,4z6yrDz5GfKXkeQZjOaZdq,1,['k-pop'],720549,davichi
1940,Cao Lu,2onoO0N62qYqnHJjTi0g0k,0,[],251,cao lu
1941, Linzy,6m9EewCnInHNApDOMhlwxM,0,[],30,linzy
1942, YEZI,6LPOT9C3gvGQHxlZtMLHHg,0,['k-pop'],132987,yezi
1948,T-ARA,1R52cwGf75yTf7I3Q0Irf8,1,"['k-pop', 'k-pop girl group']",787163,t-ara
1950, Skull,1HfJjGC8yehGygj5MDj4P0,0,[],190,skull
1954,yangpa,5Qr33OZrOzmTJwxpUVZI7m,0,[],89,yangpa
1956, Hanna,3PD0VSypOTIzOWHW1FmVba,0,[],13,hanna
1962,SeeYa,3Mbxr8TL0Sny7dUNicKWm2,0,[],4225,seeya
1965, 백찬,3b84FwOBHtfdyimyNJ1i59,0,[],6,백찬
1990, 10cm,6zn0ihyAApAYV51zpXxdEp,0,['korean pop'],470045,10cm
1992,SUHO,5zkf2Na8DKKJmtWX5Xrx3m,0,['k-pop'],1267564,suho
2003, XIUMIN,5t0Js3X9t4wpgXGlaiTFe6,0,['k-pop'],953217,xiumin
2006,B.A.P,6kxCoNfY6U1eP0Yc88phvk,1,"['k-pop', 'k-pop boy group']",750929,b.a.p
2007,Young Jae (B.A.P),54JXhmpGDN8NdAIq44z4gt,0,[],4541,young jae (b.a.p)
2008, Zelo,7F204LAlfQltTujbEj9wvu,0,[],3004,zelo
2010,JONG UP (B.A.P),0sSAFVekiDtX7PXDQvHnlK,0,[],5853,jong up (b.a.p)
2013,DAE HYUN (B.A.P),1htPJUlogkZBjbKp86uuLF,0,[],6874,dae hyun (b.a.p)
2016, Song Ji Eun,0D40an6y5Cv6sRzMGsRRQ8,0,"['k-pop', 'korean pop']",104467,song ji eun
2017,f(x),3wRA5UYoo08BBKJnzyKkpF,1,"['k-pop', 'k-pop girl group']",1268166,f(x)
2018,Lee Pil Ho,1uEtbyROUf6Za2kJKzm4DZ,0,[],12,lee pil ho
2019, PARK JONG MI,5wimNWpsT10n1YQcgkgCUK,0,[],4,park jong mi
2023,EXO-K,6wPBIyIIMxoqgux29bGF8I,1,"['k-pop', 'k-pop boy group']",1903847,exo-k
2024, KEY,6XXKPxRX2WWPPtfodzpc2v,0,['k-pop'],587376,key
2025,HENRY,1sjw4xq2pAWy5Vdgba5QAt,1,['k-pop'],483629,henry
2026, Yuna,3kHVioJpVxlazAAKQ64pC1,0,['malaysian pop'],429341,yuna
2028, MOTi,1vo8zHmO1KzkuU9Xxh6J7W,0,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",256801,moti
2030,2FK,6RSlOhY5eAxezyo6cObiFd,0,[],7,2fk
2031, DAIAN,64TcjwY8J5UMIgQUEIWdP5,0,[],4,daian
2037, 박진우,5PznNJBhiSwaZ0m8It9hYO,0,[],22,박진우
2039, Ha Ji Won,34BjXjDtgOGJYIdvCxr7LU,0,[],1218,ha ji won
2043, GRAY,1L5vdS8COg1qMNhs4BAiQH,0,[],2,gray
2044, KIM GO EUN,4G0khHYSAyq05njsT39Vp5,0,['korean musicals'],2157,kim go eun
2045, PARK NA RAE,1KazuhqoAgXY7FXbiEZ93B,0,[],21,park na rae
2046, Joon Park,7bAEUNjhgSKLTp5dos6Pcb,0,[],92,joon park
2048, Jeon Hyun Moo,1B4Fp50pmqvpiAZYJ23PMx,0,[],12,jeon hyun moo
2050, Han Hye-Jin,5WIOBJxSEU4So79GH9kV6h,0,[],10,han hye-jin
2052,Sohyang,2TCV57G47ttyy1JsVyucXg,0,"['korean ost', 'korean pop']",58608,sohyang
2057, AlunaGeorge,2VAnyOxzJuSAj7XIuEOT38,0,"['electropop', 'house', 'tropical house', 'uk dance']",433918,alunageorge
2059, ROCOBERRY,0Mt9IxntWHsf793bLZhQ9P,0,"['k-indie', 'k-pop', 'korean pop']",55935,rocoberry
2063, MARK,70DFixYAFPv4Pf9kgSfR9O,0,[],509054,mark
2065, SOYOU,3b4kLCI0ZJW47TFsNRqgCb,1,['k-pop'],362401,soyou
2069, Hoya,6wHxm6F9OLLYTqtg8Zcbex,0,[],156,hoya
2073, KYUHYUN,0il5ZP3xYOECtONJtZ38Ln,0,['k-pop'],374400,kyuhyun
2075,HYUKOH,57okaLdCtv3nVBSn5otJkp,1,"['korean indie folk', 'korean r&b']",483553,hyukoh
2076, Sunset Rollercoaster,7BqRcZsHYYQeqMAOp7e532,0,['taiwan indie'],377661,sunset rollercoaster
2078, IDIOTAPE,0OmQCkk1rR3DJ0Y2NRxp6Z,0,"['k-indie', 'k-rock', 'korean electronic', 'korean electropop']",8246,idiotape
2080, Chang Kiha,2kppzekGp379T3M56GYd7d,0,"['k-indie', 'k-rock']",13551,chang kiha
2082, Superorganism,0Wkm45quqfx3NepJpXDvwE,0,['art pop'],234200,superorganism
2084,HYUKOH OHHYUK x INWOO,1RUonXSUvmmDfQOp2CQuCH,0,[],5,hyukoh ohhyuk x inwoo
2085, Jay Marie,4yqfRusFEyn5ml2Xm5pd0Z,0,[],116,jay marie
2090,Suzy,4U80LJd8sG6U9YTFP5izka,1,['k-pop'],460816,suzy
2100,PARK WON,1XujSdsxykPhP3dn6HaT4l,0,['korean pop'],108543,park won
2107,덕원,4Hi2B8GkX7IZWsuZyd8Cdc,0,[],63,덕원
2109,4Minute,6cdC1cwqh3eJAXaxXJt2jv,1,"['k-pop', 'k-pop girl group']",1094391,4minute
2110, Manager,7o4KDqFA1r5ddafrK5hgmt,0,[],101,manager
2112,DONGHAE,5X9KszkeEZd6c9wxRhucbV,0,[],1705,donghae
2113, RYEOWOOK,0fwfMuz3AmWRy2pyM5fDRo,0,"['k-pop', 'korean pop']",204424,ryeowook
2115, Omega Sapien,46KQM3HJyONaKRTbcfNPlU,0,['korean underground rap'],15095,omega sapien
2117, Lil Cherry,523GImBnBoIvcq0n8BZIv4,0,['korean trap'],38024,lil cherry
2120, Riff Raff,31IZdHrCZ5pRhLz4zBxN3o,0,[],179063,riff raff
2121, OG Maco,0nvvVQhPQGkYTJlThLbJeu,0,['atl hip hop'],147714,og maco
2122,Urban Zakapa,1dOMFM5wDNsENQQW0nl0K8,1,['korean pop'],202564,urban zakapa
2129, 젓가락형제,0tCF3alKq0KqzEn0iaEqIP,0,[],27,젓가락형제
2131, Eb,2eUiUWPlCfSEuRuPTVeRf5,0,[],6,eb
2133, Shannon,3hi7ew4Y6Lr9lWS1E3lDBX,0,['freestyle'],18883,shannon
2134, 건지,79xtZ56bsMOQwiTe5Ob1jD,0,[],79,건지
2136,JooHyun Oak,22GsBXoNH88NIr7Rl8k7oz,0,['korean musicals'],308,joohyun oak
2137, SG Wannabe,2c3IakpImjWyeXNvyyGsdn,0,"['korean ost', 'korean pop']",180908,sg wannabe
2140, 초신성,0buWcDodnGf3u36oAQPHzW,0,[],161,초신성
2149, Jukjae,7bWYN0sHvyH7yv1uefX07U,0,['korean pop'],80824,jukjae
2151, Jung Yong Hwa,6zhAP0FoDccL9kuETOC20q,0,['korean pop'],206116,jung yong hwa
2158,MC MONG,6gEWl778wJTkq4Uk5eBvgD,0,"['k-rap', 'korean pop']",39153,mc mong
2161,Melotic,2O9yKxcDexzQAEtFvaK4ft,0,[],65,melotic
2164, IZ*ONE,5r1tUTxVSgvBHnoDuDODPH,0,"['k-pop', 'k-pop girl group']",1793888,iz*one
2172, Francis,7zzvUdZZP6wcZ1gD3SpmDl,0,[],148,francis
2174, OVAN,4FuRHFtCeoYaeeVDKyyvbS,0,"['k-rap', 'korean r&b']",77456,ovan
2180,Ha Hyun Woo,5EXYPAGnOxvyTstoykxKd3,0,['korean ost'],24420,ha hyun woo
2194, MoonMoon,1LOeaOZCreokgQaauWT5rV,0,['k-indie'],86233,moonmoon
2198,Louie,6c1vY77ByWunDNlvE77OJS,0,[],1165,louie
2201,Letter flow,19jNQxmNBaXJlXdvLHtrHY,0,[],468,letter flow
2208, BrotherSu,3fmAXFX05DFTaTkreemfxB,0,['korean pop'],6148,brothersu
2210, Kwon Jeong Yeol,0hQlsGzFtLvitALhayW7HD,0,[],260,kwon jeong yeol
2213, KIHYUN,52MWHSohXVqTyGhBPRJepS,0,"['korean ost', 'korean pop']",176277,kihyun
2215, Kwon Soonil(Urban Zakapa),3LcvhSx1kL5VwaOHhAN1B5,0,[],4,kwon soonil(urban zakapa)
2216, Park Yong In,3xPgiFdFWb1jR4hOyEzTgH,0,[],1310,park yong in
2225,B1A4,3sxWOFw4MSN54SIQ8np6iG,1,"['k-pop', 'k-pop boy group']",570953,b1a4
2226, OH MY GIRL,2019zR22qK2RBvCqtudBaI,1,"['k-pop', 'k-pop girl group']",1681264,oh my girl
2227, ONF,0eEhOgZ2x6kv8kLz77WO7b,0,"['k-pop', 'k-pop boy group']",609743,onf
2233,Eddy Kim,1sVSMPPNMMSZ7cQNfbvMOe,1,"['k-pop', 'korean pop', 'korean singer-songwriter']",362061,eddy kim
2234, Bray Of Skooby Doo,0HsHzgPuTPNiTVMfCz23kw,0,[],4,bray of skooby doo
2238, DALsooobin,0ZjVwJw2cFymrcIwmGuVEl,0,['korean electropop'],14368,dalsooobin
2240, Lee Sung-kyung,71GtNPltMLFyPOXCfZf0TF,0,[],50,lee sung-kyung
2246,LIM KIM,4kGuk6HkL6hwuQrgSWISBv,0,['k-indie'],63585,lim kim
2248,SEUNGRI,20j1uz7iDOtIvIzCr5S8nx,1,['k-pop'],478054,seungri
2250, 태양,0BeIulKOpcvsabwlt4u8qp,0,[],8010,태양
2252, JENNIE,250b0Wlc5Vk0CoUsaCY84M,0,['k-pop'],3376368,jennie
2257,Roy Kim,3ErHVJMsxTq2lLSmnONBm9,1,"['k-pop', 'korean pop']",247396,roy kim
2258, EZ Kim,5WJOZ5N4iegy9XdltTo8os,0,['korean pop'],32361,ez kim
2260, BaeDaHae,5UECuqBGwtN9NxHFOnQny5,0,[],21,baedahae
2262, SOLE,6naXFodImN2DwRmKCQHAUt,0,['korean r&b'],104749,sole
2266, Mako,0Ye4nfYAA91T1X56gnlXAA,0,['pop edm'],113249,mako
2267, The Glitch Mob,3a9qv6NLHnsVxJUtKOMHvD,0,"['glitch', 'glitch hop', 'indietronica']",549969,the glitch mob
2268, The Word Alive,1CF8aEN939swnuIZGFI7Hk,0,"['melodic metalcore', 'metalcore', 'trancecore']",312397,the word alive
2270,BILL STAX,459tVR1zPUmVwOROer0adD,0,['k-rap'],20780,bill stax
2271, Kim Na Young,4dvmLXorXADxVq8EcySEWk,1,['korean pop'],186269,kim na young
2276, Olltii,1l1VfoWjli9N3MJH2tAWCA,0,"['k-rap', 'korean trap']",5707,olltii
2282,Wonder Girls,3Cv2vi3WTl8VZOTdrBkKdM,1,"['k-pop', 'k-pop girl group']",718881,wonder girls
2283, Akon,0z4gvV4rjIZ9wHck67ucSV,0,['dance pop'],3743787,akon
2285, School Gyrls,4zfTcqK4VudzZgd0T8g1Fi,0,['deep dance pop'],31670,school gyrls
2292,miss A,1BEohdSWSBggmO979tzRwW,1,"['k-pop', 'k-pop girl group']",900313,miss a
2293, Tacyeon,0Ko62GQsAMXCNCKNUTmfWz,0,[],13,tacyeon
2295, Newport Mix,2q4mR2JpYQJWQnr45yiFjy,0,[],2,newport mix
2296,KARA,7aZ221EQfonNG2lO9Hh192,1,"['k-pop', 'k-pop girl group']",540113,kara
2297,Park Gyu Ri,3eDTXcjpFF1Wxa4e7ZZICA,0,[],142,park gyu ri
2301, Han Seung Yeon,5kUgUgo1jFoAOiaiv8OP0o,0,[],2108,han seung yeon
2302,Brown Eyed Girls,2GEPtT5RDxrmdi0A4mbDi7,1,"['k-pop', 'k-pop girl group']",257345,brown eyed girls
2303,CHO PD,5kpASLmaTCY83YeHWs23Bc,0,[],13,cho pd
2308, Bobby Kim,2pIicUMaKL2mgq8qrZ5K53,0,[],182,bobby kim
2310, Jo PD,5vQNUEPwDQboBgAHhX6EZn,0,[],2,jo pd
2312, Lee Jae Hoon,3TiQECvFFvnqd5hs6viUsK,0,[],48,lee jae hoon
2317, 조PD,0XJH7kCmbiKeYfAFSHpYuN,0,[],24,조pd
2321, MC 몽,0St0PvgohErtWfC6qnJHpN,0,[],0,mc 몽
2322,After School,1loWI8jVk9btgJXHgqHXPD,1,"['k-pop', 'k-pop girl group']",342444,after school
2323, Blackpink,1Gf3SzkXoUvEbixB7LUw6v,0,[],21092,blackpink
2324, Tara,24JAAnBviO3vTMZ5N9taj8,0,['cook islands pop'],2649,tara
2332,Son Dam Bi,3cCbcs6r1Lma7MfEjyfCGU,0,['classic k-pop'],13160,son dam bi
2334, Ara,2jhwupQ3q8a1NbwfFhnszE,0,[],38,ara
2335, Dong Ho,7JlxObEsleDXA54OFIl9zj,0,[],1,dong ho
2336, Hye Rim,37qp8U9zJIHh4UseRqcqX2,0,[],54,hye rim
2337, Jung Hyun,2t6BljQxB8MLiky7GjkLYd,0,[],8,jung hyun
2341, KAHI,04C0MPapc1HXpTbspJhmWg,0,[],0,kahi
2342, Jung AH,1SYHnHX97OjM7hHhxlAq1T,0,[],0,jung ah
2343,TEEN TOP,3offPqpKAKmpQkIdWnjzkc,1,"['k-pop', 'k-pop boy group']",388950,teen top
2345,Beast,1Pr9gT0veB2tgcisQeIGoC,1,"['k-pop', 'k-pop boy group']",469465,beast
2346, BTOB,4pjFNcqv916MlWsAXaHAHe,0,[],11,btob
2348,YOON DU JUN,0bjyZMw6TzPhXSp2PoKXx7,0,[],9922,yoon du jun
2349, Son Dong Woon,5UzpNJd6zHGN9syxBN8fRY,0,[],13347,son dong woon
2352, YANG YO SEOP,1fwMtpwCEJovQuyxSuHcAd,0,"['k-pop', 'korean pop']",55145,yang yo seop
2354,ABLE,0Y669kGV5Gru5RaumXTxtV,0,[],17699,able
2355, LEE GI KWANG,3CC7p9QM4VjO62rmcaRP3z,0,['k-pop'],69513,lee gi kwang
2356,SS501,6rmMpoeu2SIV4OLURCOn2e,1,"['k-pop', 'k-pop boy group']",246690,ss501
2357, Jisun,1FY6b8FV3KmqbQnY07T1f0,0,[],2737,jisun
2359, Mellow,0UxCpjmjcmJUWcRGmd8BZk,0,[],126,mellow
2360,SE7EN,14yLuCwlBqteUdBqx9soJV,1,['k-pop'],160379,se7en
2361, Q'Glizzy,4Xse32nqeF4fEIruan7K9P,0,[],6,q'glizzy
2363,Mid Darth,1BTWuxfuMUSRMzVQ6qTtWF,0,[],22,mid darth
2368, Masta Wu,2khkWoTMvYG7wLHg6iicIz,0,[],0,masta wu
2370, Kim Seong Dae,4H00h50rGk6Hk6MwuYPjsK,0,[],0,kim seong dae
2372, T.O.P.,4yiB30K5scGkjmAgHGIH8Y,0,[],61928,t.o.p.
2374, Lil' Kim,5tth2a3v0sWwV1C7bApBdX,0,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']",1593343,lil' kim
2378, BOM,6R832bzzF3r6K5AsVsOwnF,0,[],2451,bom
2380,Pixie Lott,3EBRANWwnViQuBrImN61Z1,0,"['dance pop', 'post-teen pop', 'talent show']",972097,pixie lott
2381, Gd,5Kz0D3cSiukDkDEnUNGmDl,0,[],41168,gd
2382, T.O.P,1zL2FNzZEsXy5tzEhaQCFP,0,[],1434,t.o.p
2384,Girl's Day,13kJgvU22LHMsJtGWLmx7W,1,"['k-pop', 'k-pop girl group']",706600,girl's day
2385, David Kim,6fqoFU6NahjZYW1m5HBub1,0,[],284,david kim
